,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timestamp,,,,,,,,,,,,,,,
1737224395000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29647000.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224400000,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,128.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224405000,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8069000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224410000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0,674000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224415000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,106.0,1.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224420000,10.0,20.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,10.0,44001000.0,201.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224425000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,35622000.0,6.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224430000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2871000.0,6.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224435000,9.0,19.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,9.0,2484000.0,54.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224440000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2898000.0,527.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224445000,9.0,19.0,2.0,0.0,0.0,9.0,2.0,0.0,9.0,9.0,2304000.0,527.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224450000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,527.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224455000,9.0,17.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,3.0,82.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224460000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,82.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224465000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,82.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224470000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,80.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224475000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,80.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224480000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,5472000.0,84.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224485000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,84.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224490000,9.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,0.0,71.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224495000,9.0,19.0,2.0,0.0,0.0,9.0,2.0,0.0,9.0,9.0,2304000.0,75.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224500000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,75.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224505000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,82.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737224510000,6.0,21.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,6.0,23.0,2342.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
