Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,,,0.0,0.0,-1.0,-1.0,1
5,0.0,,1000.0,,0.0,0.0,-1.0,387.0,1
10,1725.9666666666,,864.0,,99.0,437.0,6372475.0,1224.0,1
15,2451.15,,827.0,,262.0,329.0,15597382.0,1268.0,1
20,7098.633333329999,,885.0,,484.0,523.0,14193352.0,1268.0,1
25,12956.18333333,,914.0,,661.0,711.0,14193352.0,1041.0,1
30,12956.18333333,,931.0,,729.0,768.0,20262398.0,1041.0,1
35,19072.566666659997,,943.0,,941.0,987.0,20262398.0,1041.0,1
40,19072.566666659997,,951.0,,949.0,989.0,20262398.0,928.0,1
45,19072.566666659997,,957.0,,955.0,990.0,11041127.0,743.0,1
50,23954.78333333,,962.0,,1000.0,1000.0,13481439.0,743.0,1
55,25736.433333330002,,966.0,,1000.0,1000.0,13481439.0,11223.0,1
60,25736.433333330002,,969.0,,1000.0,1000.0,15939597.0,890.0,1
65,27906.86666666,,972.0,,1000.0,1000.0,12583062.0,890.0,1
70,30733.133333330003,,983.0,,1000.0,1000.0,12583062.0,890.0,1
75,30007.95,,1000.0,,1000.0,1000.0,12583062.0,755.0,1
80,25360.46666666,,1000.0,,1000.0,1000.0,11953361.0,1122.0,1
85,24530.05,,1000.0,,1000.0,1000.0,16814768.0,1122.0,1
90,26526.21666666,,1000.0,,1000.0,1000.0,16814768.0,9526.0,1
95,20409.83333333,,1000.0,,1000.0,1000.0,17976348.0,1099.0,1
100,21313.566666659997,,1000.0,,1000.0,1000.0,27226047.0,756.0,1
105,24564.6,,1000.0,,1000.0,1000.0,13843988.0,756.0,1
110,24397.333333330003,,1000.0,,1000.0,1000.0,13843988.0,756.0,1
115,23675.133333330003,,1000.0,,1000.0,1000.0,13843988.0,1028.0,1
120,24060.8,,1000.0,,1000.0,1000.0,18546081.0,1028.0,1
125,27338.183333330002,,1000.0,,1000.0,1000.0,18546081.0,1028.0,1
130,22785.95,,1000.0,,1000.0,1000.0,18546081.0,1014.0,1
135,22839.8,,1000.0,,1000.0,1000.0,14977040.0,1014.0,1
140,28954.183333330002,,1000.0,,1000.0,1000.0,14977040.0,1014.0,1
145,23927.05,,1000.0,,1000.0,1000.0,14977040.0,821.0,1
150,22845.21666666,,1000.0,,1000.0,1000.0,10673666.0,821.0,1
155,27266.86666666,,1000.0,,1000.0,1000.0,10673666.0,7549.0,1
160,26363.133333330003,,1000.0,,1000.0,1000.0,17016044.0,995.0,1
165,25083.15,,1000.0,,1000.0,1000.0,22135292.0,1921.0,1
170,21868.41666666,,1000.0,,1000.0,1000.0,11793860.0,823.0,1
175,24135.0,,1000.0,,1000.0,1000.0,20385512.0,823.0,1
180,29092.53333333,,1000.0,,1000.0,1000.0,20385512.0,823.0,1
185,23644.71666666,,1000.0,,1000.0,1000.0,20385512.0,390.0,1
190,24582.133333330003,,1000.0,,1000.0,1000.0,4754932.0,390.0,1
195,29645.4,,1000.0,,1000.0,1000.0,4754932.0,506.0,1
200,23531.016666659998,,1000.0,,1000.0,1000.0,4986498.0,719.0,1
205,27550.333333330003,,1000.0,,1000.0,1000.0,9014011.0,719.0,1
210,28892.816666659997,,1000.0,,1000.0,1000.0,9014011.0,642.0,1
215,24471.16666666,,1000.0,,1000.0,1000.0,6200388.0,642.0,1
220,30095.816666659997,,1000.0,,1000.0,1000.0,6200388.0,642.0,1
225,28124.766666659998,,1000.0,,1000.0,1000.0,6200388.0,1094.0,1
230,27883.3,,1000.0,,1000.0,1000.0,17247644.0,563.0,1
235,26824.833333330003,,1000.0,,1000.0,1000.0,11626122.0,563.0,1
240,25596.266666659998,,1000.0,,1000.0,1000.0,11626122.0,563.0,1
245,27054.816666659997,,1000.0,,1000.0,1000.0,11626122.0,3140.0,1
250,26117.4,,1000.0,,1000.0,1000.0,4976.0,,1
255,,,,,,,,,0
280,0.0,0.0,1000.0,1000.0,0.0,0.0,5465915.0,1513.0,2
285,2656.6,2646.3333333333,743.0,799.0,573.0,554.0,5465915.0,1513.0,2
290,2661.8,2646.3333333333,872.0,900.0,786.0,778.0,5465915.0,716.0,2
295,3812.9,4101.35,915.0,890.0,1000.0,1000.0,16100469.0,716.0,2
300,6090.58333333,6066.183333329999,936.0,883.0,1000.0,1000.0,16100469.0,577.0,2
305,6090.58333333,6066.183333329999,949.0,907.0,1000.0,1000.0,14282746.0,3585.0,2
310,8105.31666666,8344.4,958.0,909.0,1000.0,1000.0,18783162.0,433.0,2
315,10939.86666666,11232.45,963.0,915.0,1000.0,1000.0,6872483.0,433.0,2
320,11343.46666666,11277.033333329999,968.0,925.0,1000.0,1000.0,6872483.0,842.0,2
325,12179.25,12142.383333329999,971.0,914.0,1000.0,1000.0,16833534.0,842.0,2
330,13994.68333333,13943.91666666,974.0,914.0,1000.0,1000.0,16833534.0,892.0,2
335,13994.68333333,13943.91666666,977.0,922.0,1000.0,1000.0,23587713.0,892.0,2
340,16983.85,16907.88333333,979.0,907.0,1000.0,1000.0,23587713.0,361.0,2
345,14327.25,14261.55,1000.0,924.0,1000.0,1000.0,4616648.0,675.0,2
350,16572.816666659997,16696.25,1000.0,896.0,1000.0,1000.0,10944413.0,675.0,2
355,16395.983333329998,16016.68333333,1000.0,906.0,1000.0,1000.0,10944413.0,536.0,2
360,14378.016666659998,14051.85,1000.0,917.0,1000.0,1000.0,9175980.0,536.0,2
365,16656.1,16568.18333333,991.0,915.0,1000.0,1000.0,9175980.0,630.0,2
370,14641.366666659998,14289.966666659999,991.0,921.0,1000.0,1000.0,17895666.0,909.0,2
375,14207.6,14178.3,991.0,920.0,1000.0,1000.0,24101879.0,407.0,2
380,16280.133333329999,16225.95,991.0,914.0,1000.0,1000.0,15564894.0,407.0,2
385,17729.41666666,17979.65,991.0,910.0,1000.0,1000.0,15564894.0,407.0,2
390,16310.266666659998,16240.85,991.0,917.0,1000.0,1000.0,15564894.0,600.0,2
395,16602.83333333,16824.88333333,991.0,892.0,1000.0,1000.0,8629689.0,600.0,2
400,16547.266666659998,16504.7,991.0,899.0,1000.0,1000.0,8629689.0,645.0,2
405,16547.266666659998,16504.7,991.0,899.0,1000.0,1000.0,23210113.0,645.0,2
410,17446.95,17185.63333333,991.0,898.0,1000.0,1000.0,23210113.0,513.0,2
415,16472.68333333,16410.18333333,991.0,900.0,1000.0,1000.0,19467921.0,611.0,2
420,18569.1,18920.5,991.0,892.0,1000.0,1000.0,22393454.0,611.0,2
425,16460.3,16404.16666666,1000.0,894.0,1000.0,1000.0,22393454.0,441.0,2
430,16822.18333333,17013.516666659998,1000.0,886.0,1000.0,1000.0,9641019.0,441.0,2
435,17199.566666659997,16751.9,1000.0,879.0,1000.0,1000.0,9641019.0,8056.0,2
440,14723.43333333,14659.66666666,1000.0,885.0,1000.0,1000.0,18837094.0,432.0,2
445,13149.466666659999,12826.366666659998,1000.0,902.0,1000.0,1000.0,7171216.0,958.0,2
450,16719.88333333,16918.15,1000.0,884.0,1000.0,1000.0,20082800.0,958.0,2
455,17729.233333329998,17362.0,1000.0,905.0,1000.0,1000.0,20082800.0,465.0,2
460,14795.633333329999,14718.216666659999,1000.0,919.0,1000.0,1000.0,10748562.0,465.0,2
465,17792.63333333,17701.733333329998,1000.0,910.0,1000.0,1000.0,10748562.0,598.0,2
470,14642.18333333,14586.1,1000.0,938.0,1000.0,1000.0,22218778.0,502.0,2
475,17167.8,17451.45,1000.0,931.0,1000.0,1000.0,9183002.0,502.0,2
480,15202.5,14951.366666659998,1000.0,939.0,1000.0,1000.0,9183002.0,746.0,2
485,15572.716666659999,15848.33333333,1000.0,916.0,1000.0,1000.0,27184950.0,746.0,2
490,17235.46666666,16913.4,1000.0,922.0,1000.0,1000.0,27184950.0,442.0,2
495,14457.3,14398.633333329999,1000.0,935.0,1000.0,1000.0,18226964.0,442.0,2
500,17460.05,17386.58333333,1000.0,930.0,1000.0,1000.0,18226964.0,752.0,2
505,16748.95,16600.83333333,1000.0,931.0,1000.0,1000.0,30073194.0,394.0,2
510,13861.9,13516.91666666,1000.0,940.0,1000.0,1000.0,14359681.0,394.0,2
515,16408.266666659998,16322.216666659999,1000.0,936.0,1000.0,1000.0,14359681.0,1024.0,2
520,17279.2,17439.28333333,1000.0,925.0,1000.0,1000.0,29598025.0,1024.0,2
525,,,,,,,29598025.0,,0
530,,,,,,,,,0
270,,,,,,,,-1.0,0
275,,,,,,,,1513.0,0
