Parallelism,Throughput,ThroughputStdErr,BusyTime,BusyTimeStdErr,BackpressureTime,BackpressureTimeStdErr
2,39427.97072071487,1108.5019835197759,941.918918918919,4.8653721024419525,999.7297297297297,0.2665929523870659
4,68594.79692981105,878.4724303950582,872.5921052631579,2.4023415446633183,987.25,4.165123213668661
6,91042.7005050294,758.5367797567636,823.5353535353536,3.589454432491694,847.2424242424242,6.706736372451878
8,110743.75376341162,795.7922867832045,766.8266129032259,4.551269810501934,732.2741935483871,5.694843072649205
