,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737504845000,0.0
1737504850000,0.0
1737504855000,0.0
1737504860000,48.6
1737504865000,487.6166666666
1737504870000,487.6166666666
1737504875000,4063.16666667
1737504880000,9614.35
1737504885000,
1737504905000,0.0
1737504910000,8344.96666666
1737504915000,
1737504935000,0.0
1737504940000,0.0
1737504945000,5804.41666667
1737504950000,11655.616666659998
1737504955000,11655.616666659998
1737504960000,13174.83333333
1737504965000,13174.83333333
1737504970000,13174.83333333
1737504975000,13174.83333333
1737504980000,13174.83333333
1737504985000,
1737505015000,0.0
1737505020000,0.0
1737505025000,4146.4
1737505030000,7896.21666666
1737505035000,
1737505085000,0.0
1737505090000,
