,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
1706533055000,897.0,511.0,389.0,367.0,464.0,,
1706533060000,923.0,430.0,390.0,389.0,395.0,,
1706533065000,938.0,462.0,429.0,435.0,429.0,,
1706533070000,949.0,475.0,435.0,445.0,439.0,,
1706533075000,956.0,494.0,455.0,463.0,458.0,,
1706533080000,962.0,525.0,480.0,487.0,478.0,,
1706533085000,966.0,531.0,491.0,500.0,487.0,,
1706533090000,969.0,534.0,491.0,504.0,490.0,,
1706533095000,972.0,540.0,498.0,506.0,495.0,,
1706533100000,975.0,542.0,511.0,515.0,501.0,,
1706533105000,997.0,552.0,509.0,512.0,501.0,,
1706533110000,1000.0,558.0,522.0,538.0,509.0,,
1706533115000,1000.0,564.0,549.0,574.0,514.0,,
1706533120000,1000.0,605.0,571.0,601.0,547.0,,
1706533125000,1000.0,604.0,575.0,598.0,554.0,,
1706533130000,1000.0,603.0,574.0,596.0,549.0,,
1706533135000,1000.0,604.0,580.0,606.0,556.0,,
1706533140000,1000.0,586.0,568.0,592.0,545.0,,
1706533145000,1000.0,593.0,581.0,597.0,556.0,,
1706533150000,1000.0,601.0,598.0,607.0,563.0,,
1706533155000,1000.0,604.0,616.0,627.0,564.0,,
1706533160000,1000.0,614.0,611.0,632.0,570.0,,
1706533165000,1000.0,613.0,619.0,641.0,572.0,,
1706533170000,1000.0,624.0,640.0,655.0,583.0,,
1706533175000,1000.0,628.0,648.0,654.0,586.0,,
1706533180000,1000.0,631.0,651.0,650.0,595.0,,
1706533185000,1000.0,632.0,663.0,658.0,597.0,,
1706533190000,1000.0,624.0,675.0,658.0,595.0,,
1706533195000,1000.0,625.0,669.0,664.0,582.0,,
1706533200000,1000.0,645.0,692.0,692.0,597.0,,
1706533205000,1000.0,640.0,686.0,693.0,579.0,,
1706533210000,1000.0,627.0,674.0,690.0,566.0,,
1706533215000,1000.0,631.0,671.0,681.0,573.0,,
1706533220000,1000.0,636.0,687.0,689.0,573.0,,
1706533225000,1000.0,631.0,674.0,677.0,567.0,,
1706533230000,1000.0,630.0,668.0,679.0,567.0,,
1706533235000,1000.0,620.0,673.0,678.0,564.0,,
1706533240000,1000.0,618.0,672.0,680.0,565.0,,
1706533245000,1000.0,622.0,656.0,676.0,559.0,,
1706533250000,1000.0,636.0,665.0,694.0,586.0,,
1706533255000,1000.0,641.0,,688.0,594.0,,
1706533260000,,,,,,,
1706533305000,878.0,747.0,1000.0,1000.0,1000.0,1000.0,
1706533310000,704.0,465.0,625.0,682.0,675.0,620.0,
1706533315000,704.0,359.0,361.0,419.0,404.0,361.0,
1706533320000,767.0,398.0,300.0,335.0,318.0,295.0,
1706533325000,825.0,412.0,383.0,400.0,371.0,360.0,
1706533330000,860.0,429.0,399.0,418.0,377.0,384.0,
1706533335000,884.0,445.0,387.0,424.0,386.0,377.0,
1706533340000,900.0,442.0,418.0,460.0,421.0,421.0,
1706533345000,913.0,449.0,414.0,464.0,417.0,414.0,
1706533350000,923.0,453.0,424.0,476.0,433.0,433.0,
1706533355000,930.0,468.0,426.0,480.0,447.0,439.0,
1706533360000,937.0,465.0,439.0,505.0,460.0,452.0,
1706533365000,942.0,447.0,442.0,507.0,459.0,455.0,
1706533370000,952.0,471.0,438.0,501.0,450.0,452.0,
1706533375000,992.0,505.0,468.0,536.0,484.0,486.0,
1706533380000,1000.0,500.0,494.0,575.0,530.0,523.0,
1706533385000,1000.0,503.0,485.0,569.0,528.0,523.0,
1706533390000,1000.0,516.0,490.0,590.0,541.0,527.0,
1706533395000,1000.0,517.0,510.0,613.0,563.0,548.0,
1706533400000,1000.0,519.0,506.0,617.0,558.0,543.0,
1706533405000,1000.0,528.0,516.0,617.0,564.0,556.0,
1706533410000,1000.0,536.0,524.0,638.0,571.0,564.0,
1706533415000,1000.0,523.0,538.0,648.0,577.0,573.0,
1706533420000,1000.0,531.0,533.0,637.0,574.0,562.0,
1706533425000,1000.0,551.0,543.0,647.0,590.0,571.0,
1706533430000,1000.0,564.0,535.0,659.0,608.0,575.0,
1706533435000,1000.0,564.0,550.0,671.0,616.0,590.0,
1706533440000,1000.0,566.0,558.0,675.0,606.0,590.0,
1706533445000,1000.0,572.0,553.0,690.0,616.0,597.0,
1706533450000,1000.0,548.0,557.0,691.0,623.0,606.0,
1706533455000,1000.0,548.0,556.0,672.0,604.0,603.0,
1706533460000,1000.0,562.0,554.0,673.0,608.0,612.0,
1706533465000,1000.0,554.0,555.0,698.0,615.0,615.0,
1706533470000,1000.0,564.0,555.0,679.0,609.0,608.0,
1706533475000,1000.0,567.0,544.0,682.0,611.0,613.0,
1706533480000,1000.0,570.0,551.0,681.0,613.0,629.0,
1706533485000,1000.0,556.0,551.0,683.0,608.0,627.0,
1706533490000,1000.0,556.0,558.0,677.0,597.0,624.0,
1706533495000,1000.0,564.0,549.0,675.0,598.0,620.0,
1706533500000,1000.0,569.0,547.0,680.0,605.0,630.0,
1706533505000,1000.0,560.0,560.0,672.0,609.0,638.0,
1706533510000,1000.0,589.0,550.0,665.0,603.0,628.0,
1706533515000,,1000.0,558.0,,626.0,,
1706533520000,1000.0,1000.0,,1000.0,1000.0,1000.0,
1706533525000,1000.0,96.0,384.0,423.0,459.0,409.0,
1706533530000,,,,,,,
1706533575000,,,,1000.0,,1000.0,1000.0
1706533580000,1000.0,1000.0,627.0,537.0,1000.0,538.0,554.0
1706533585000,761.0,656.0,367.0,337.0,850.0,337.0,344.0
1706533590000,719.0,402.0,304.0,277.0,492.0,278.0,284.0
1706533595000,766.0,325.0,406.0,377.0,391.0,351.0,367.0
1706533600000,813.0,407.0,399.0,403.0,438.0,359.0,390.0
1706533605000,844.0,404.0,394.0,398.0,448.0,358.0,385.0
1706533610000,863.0,400.0,411.0,424.0,435.0,370.0,393.0
1706533615000,878.0,403.0,423.0,436.0,444.0,385.0,408.0
1706533620000,888.0,420.0,422.0,441.0,452.0,386.0,415.0
1706533625000,897.0,425.0,435.0,451.0,452.0,395.0,422.0
1706533630000,899.0,438.0,425.0,445.0,464.0,388.0,414.0
1706533635000,903.0,430.0,430.0,447.0,457.0,391.0,417.0
1706533640000,893.0,429.0,420.0,447.0,456.0,388.0,415.0
1706533645000,927.0,414.0,454.0,484.0,420.0,414.0,442.0
1706533650000,947.0,443.0,480.0,521.0,449.0,439.0,467.0
1706533655000,940.0,467.0,474.0,509.0,473.0,435.0,461.0
1706533660000,932.0,462.0,487.0,510.0,462.0,439.0,461.0
1706533665000,915.0,477.0,500.0,524.0,458.0,447.0,472.0
1706533670000,912.0,485.0,505.0,520.0,467.0,447.0,476.0
1706533675000,877.0,498.0,487.0,501.0,472.0,429.0,470.0
1706533680000,816.0,480.0,470.0,477.0,471.0,409.0,448.0
1706533685000,766.0,457.0,456.0,456.0,450.0,395.0,429.0
1706533690000,767.0,431.0,487.0,482.0,423.0,423.0,460.0
1706533695000,754.0,454.0,490.0,481.0,445.0,425.0,461.0
1706533700000,746.0,458.0,486.0,478.0,449.0,416.0,454.0
1706533705000,734.0,456.0,489.0,474.0,448.0,424.0,457.0
1706533710000,729.0,461.0,499.0,474.0,450.0,432.0,467.0
1706533715000,726.0,469.0,497.0,476.0,453.0,436.0,470.0
1706533720000,709.0,467.0,512.0,479.0,459.0,435.0,470.0
1706533725000,698.0,462.0,509.0,473.0,461.0,435.0,466.0
1706533730000,686.0,478.0,514.0,475.0,479.0,435.0,463.0
1706533735000,701.0,472.0,535.0,496.0,471.0,454.0,467.0
1706533740000,741.0,486.0,565.0,529.0,470.0,479.0,492.0
1706533745000,766.0,512.0,576.0,546.0,491.0,489.0,508.0
1706533750000,743.0,527.0,565.0,526.0,510.0,470.0,487.0
1706533755000,730.0,512.0,557.0,523.0,494.0,467.0,482.0
1706533760000,713.0,510.0,554.0,517.0,490.0,474.0,477.0
1706533765000,694.0,503.0,544.0,507.0,493.0,464.0,471.0
1706533770000,677.0,492.0,532.0,489.0,484.0,447.0,448.0
1706533775000,667.0,469.0,524.0,480.0,467.0,436.0,436.0
1706533780000,658.0,461.0,505.0,475.0,459.0,434.0,431.0
1706533785000,656.0,462.0,508.0,,454.0,,430.0
