,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737510125000,1000.0
1737510130000,1000.0
1737510135000,0.0
1737510140000,0.0
1737510145000,0.0
1737510150000,0.0
1737510155000,0.0
1737510160000,146.0
1737510165000,268.0
1737510170000,360.0
1737510175000,431.0
1737510180000,488.0
1737510185000,534.0
1737510190000,573.0
1737510195000,717.0
1737510200000,802.0
1737510205000,878.0
1737510210000,961.0
1737510215000,1000.0
1737510220000,1000.0
1737510225000,1000.0
1737510230000,1000.0
1737510235000,1000.0
1737510240000,1000.0
1737510245000,1000.0
1737510250000,1000.0
1737510255000,1000.0
1737510260000,1000.0
1737510265000,1000.0
1737510270000,1000.0
1737510275000,1000.0
1737510280000,1000.0
1737510285000,1000.0
1737510290000,1000.0
1737510295000,1000.0
1737510300000,1000.0
1737510305000,1000.0
1737510310000,1000.0
1737510315000,1000.0
1737510320000,1000.0
1737510325000,1000.0
1737510330000,1000.0
1737510335000,1000.0
1737510340000,1000.0
1737510345000,1000.0
1737510350000,1000.0
1737510355000,1000.0
1737510360000,1000.0
1737510365000,
