,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Source:_Source2
,0
Timestamp,
1737505175000,-9.223372036854775e+18
1737505180000,-9.223372036854775e+18
1737505185000,-9.223372036854775e+18
1737505190000,-9.223372036854775e+18
1737505195000,-9.223372036854775e+18
1737505200000,-9.223372036854775e+18
1737505205000,-9.223372036854775e+18
1737505210000,-9.223372036854775e+18
1737505215000,-9.223372036854775e+18
1737505220000,-9.223372036854775e+18
1737505225000,-9.223372036854775e+18
1737505230000,-9.223372036854775e+18
1737505235000,
1737505250000,-9.223372036854775e+18
1737505255000,-9.223372036854775e+18
1737505260000,-9.223372036854775e+18
1737505265000,
1737505280000,-9.223372036854775e+18
1737505285000,-9.223372036854775e+18
1737505290000,-9.223372036854775e+18
1737505295000,-9.223372036854775e+18
1737505300000,
1737505330000,-9.223372036854775e+18
1737505335000,-9.223372036854775e+18
1737505340000,-9.223372036854775e+18
1737505345000,-9.223372036854775e+18
1737505350000,-9.223372036854775e+18
1737505355000,-9.223372036854775e+18
1737505360000,
1737505410000,-9.223372036854775e+18
1737505415000,
