Parallelism,Throughput,ThroughputStdErr,BusyTime,BusyTimeStdErr,Predictions
0,0.0,0.0,,,
1,13736.573703700738,455.30016843153055,927.056179775281,19.656399300689312,
2,26894.99925093033,799.8918289217999,867.8033707865169,4.972399632967073,33686.0
3,38231.83407406459,1169.6639932546004,831.6888888888889,5.061370417934711,46047.0
4,47598.135037866625,1234.283967254379,748.4346590909091,6.660933481018659,56744.0
5,53836.34406128749,1765.8418758607124,672.5425287356321,6.772299792289073,68726.0
6,52465.31666665034,1881.614116655145,568.0426356589147,6.136708731412328,72121.0
