,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timestamp,,,,,,,,,,,,,,,
1737515390000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5147.0,13322000.0,2788.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515395000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,1093000.0,1145.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515400000,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,38.0,256000.0,1011.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515405000,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,862.0,256000.0,7.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515410000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0,256000.0,9.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515415000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,862.0,256000.0,9.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515420000,9.0,19.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,57.0,2.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515425000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,53262000.0,36.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515430000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,6.0,8.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515435000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,5112000.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515440000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515445000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515450000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,9423000.0,468.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515455000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,69.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515460000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,69.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515465000,9.0,21.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,1.0,82.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515470000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,80.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515475000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,80.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515480000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2430000.0,67.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515485000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,67.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515490000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2538000.0,83.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515495000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,83.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515500000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,125.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737515505000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,6.0,64.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
