,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737222135000,1000.0
1737222140000,329.0
1737222145000,318.0
1737222150000,320.0
1737222155000,488.0
1737222160000,589.0
1737222165000,658.0
1737222170000,707.0
1737222175000,744.0
1737222180000,772.0
1737222185000,795.0
1737222190000,814.0
1737222195000,829.0
1737222200000,885.0
1737222205000,943.0
1737222210000,999.0
1737222215000,1000.0
1737222220000,1000.0
1737222225000,1000.0
1737222230000,1000.0
1737222235000,1000.0
1737222240000,1000.0
1737222245000,1000.0
1737222250000,1000.0
1737222255000,1000.0
1737222260000,1000.0
1737222265000,1000.0
1737222270000,1000.0
1737222275000,1000.0
1737222280000,1000.0
1737222285000,1000.0
1737222290000,1000.0
1737222295000,1000.0
1737222300000,1000.0
1737222305000,1000.0
1737222310000,1000.0
1737222315000,1000.0
1737222320000,1000.0
1737222325000,1000.0
1737222330000,1000.0
1737222335000,1000.0
1737222340000,1000.0
1737222345000,1000.0
1737222350000,1000.0
1737222355000,1000.0
1737222360000,1000.0
1737222365000,1000.0
1737222370000,1000.0
1737222375000,
