Timestamp,flink_jobmanager_job_lastCheckpointSize
0,-1.0
5,-1.0
10,2512142.0
15,9840454.0
20,12943010.0
25,12198073.0
30,21664918.0
35,30544430.0
40,31656992.0
45,26264795.0
50,26264795.0
55,36388770.0
60,26034524.0
65,26034524.0
70,32455899.0
75,26501055.0
80,26501055.0
85,26501055.0
90,32428510.0
95,35478615.0
100,35478615.0
105,35478615.0
110,5068554.0
115,4476862.0
120,14824097.0
125,21169792.0
130,20816202.0
135,29217428.0
140,29217428.0
145,41711020.0
150,34374031.0
155,34374031.0
160,32427540.0
165,35472865.0
170,35472865.0
175,35472865.0
180,44587938.0
185,15475312.0
190,16683169.0
195,26892320.0
200,35956845.0
205,48074250.0
210,27060042.0
215,38469345.0
220,50569485.0
225,50569485.0
230,50569485.0
235,34420185.0
240,34420185.0
245,49927862.0
250,
275,-1.0
280,1136039.0
285,13568467.0
290,29019002.0
295,33373455.0
300,33373455.0
305,62598310.0
310,45864661.0
315,33784517.0
320,45209818.0
325,42703998.0
330,38793675.0
335,50176755.0
340,48103130.0
345,40624013.0
350,48949694.0
355,51965309.0
360,51965309.0
365,46053912.0
370,54800758.0
375,54800758.0
380,32814256.0
385,19441814.0
390,35822590.0
395,45821290.0
400,43547846.0
405,59390089.0
410,50438398.0
415,54950126.0
420,54156082.0
425,54156082.0
430,50557179.0
435,50780489.0
440,50780489.0
445,55029719.0
450,21503830.0
455,36111302.0
460,45898436.0
465,56568373.0
470,44954542.0
475,57827886.0
480,57239028.0
485,57239028.0
490,56901741.0
495,53880764.0
500,59041853.0
505,52733537.0
510,52733537.0
515,18870899.0
520,17610048.0
525,34785297.0
530,
555,-1.0
560,25769537.0
565,50309560.0
570,72469445.0
575,47734926.0
580,92313803.0
585,112396674.0
590,32060283.0
595,56671771.0
600,78617428.0
605,57194028.0
610,70275050.0
615,81986590.0
620,63356539.0
625,76573167.0
630,91625189.0
635,105940452.0
640,78260882.0
645,78260882.0
650,78234171.0
655,22925767.0
660,70879868.0
665,74857223.0
670,70208369.0
675,96180980.0
680,110759264.0
685,96102827.0
690,79548117.0
695,103121461.0
700,95616488.0
705,84333158.0
710,100738851.0
715,100738851.0
720,36334892.0
725,36552425.0
730,47769079.0
735,72639575.0
740,91488212.0
745,87531033.0
750,100816721.0
755,111842421.0
760,104944338.0
765,86600702.0
770,96470720.0
775,96347331.0
780,82469791.0
785,82469791.0
790,12551296.0
795,39072970.0
800,59260263.0
805,11612.0
810,
830,-1.0
