,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737494965000,0.0
1737494970000,0.0
1737494975000,0.0
1737494980000,102.8333333333
1737494985000,469.5166666666
1737494990000,469.5166666666
1737494995000,3335.28333333
1737495000000,9967.33333333
1737495005000,10922.68333333
1737495010000,17930.0
1737495015000,17930.0
1737495020000,
1737495030000,0.0
1737495035000,0.0
1737495040000,2746.0333333332997
1737495045000,2746.0333333332997
1737495050000,4470.73333333
1737495055000,10628.16666666
1737495060000,10628.16666666
1737495065000,12792.366666659998
1737495070000,
1737495095000,0.0
1737495100000,4103.78333333
1737495105000,9856.91666666
1737495110000,9856.91666666
1737495115000,12663.883333329999
1737495120000,15399.05
1737495125000,16888.566666659997
1737495130000,21354.6
1737495135000,21354.6
1737495140000,21354.6
1737495145000,
1737495175000,0.0
1737495180000,11.716666666665999
1737495185000,11.716666666665999
1737495190000,
