,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737534165000,1000.0
1737534170000,1000.0
1737534175000,0.0
1737534180000,0.0
1737534185000,0.0
1737534190000,0.0
1737534195000,31.0
1737534200000,193.0
1737534205000,
1737534220000,1000.0
1737534225000,871.0
1737534230000,936.0
1737534235000,957.0
1737534240000,968.0
1737534245000,975.0
1737534250000,979.0
1737534255000,
1737534275000,1000.0
1737534280000,1000.0
1737534285000,878.0
1737534290000,939.0
1737534295000,
1737534325000,1000.0
1737534330000,1000.0
1737534335000,
1737534395000,1000.0
1737534400000,864.0
1737534405000,
