,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength
,Source:_Source2
,0
Timestamp,
1737534165000,0.0
1737534170000,0.0
1737534175000,0.0
1737534180000,1.0
1737534185000,0.0
1737534190000,10.0
1737534195000,9.0
1737534200000,9.0
1737534205000,
1737534220000,1.0
1737534225000,9.0
1737534230000,9.0
1737534235000,9.0
1737534240000,9.0
1737534245000,9.0
1737534250000,9.0
1737534255000,
1737534275000,9.0
1737534280000,9.0
1737534285000,9.0
1737534290000,10.0
1737534295000,
1737534325000,9.0
1737534330000,9.0
1737534335000,
1737534395000,10.0
1737534400000,10.0
1737534405000,
