,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timestamp,,,,,,,,,,,,,,,
1737513105000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6326.0,26825000.0,6326.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2365.0,2200000.0,1745.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513115000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.0,256000.0,1059.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513120000,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,256000.0,446.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513125000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,392000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513130000,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,256000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513135000,9.0,18.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,574.0,11.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513140000,9.0,18.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,66.0,5.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513145000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,26775000.0,9.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513150000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,13473000.0,24.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513155000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,3.0,34.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513160000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,3978000.0,57.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513165000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,57.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513170000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,5877000.0,67.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513175000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,67.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513180000,9.0,21.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,9.0,0.0,96.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513185000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,91.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513190000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,91.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513195000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2655000.0,930.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513200000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,930.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513205000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,4473000.0,91.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513210000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,91.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513215000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2394000.0,74.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737513220000,1.0,18.0,1.0,0.0,0.0,7.0,1.0,0.0,9.0,1.0,2304000.0,3290.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
