,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
,0,1,2,3,4,5,6
Timestamp,,,,,,,
1706085690000,1000.0,,,,,,
1706085695000,1000.0,,,,,,
1706085700000,0.0,,,,,,
1706085705000,374.0,,,,,,
1706085710000,428.0,,,,,,
1706085715000,571.0,,,,,,
1706085720000,657.0,,,,,,
1706085725000,714.0,,,,,,
1706085730000,755.0,,,,,,
1706085735000,786.0,,,,,,
1706085740000,810.0,,,,,,
1706085745000,829.0,,,,,,
1706085750000,844.0,,,,,,
1706085755000,857.0,,,,,,
1706085760000,947.0,,,,,,
1706085765000,962.0,,,,,,
1706085770000,1000.0,,,,,,
1706085775000,1000.0,,,,,,
1706085780000,1000.0,,,,,,
1706085785000,1000.0,,,,,,
1706085790000,1000.0,,,,,,
1706085795000,1000.0,,,,,,
1706085800000,1000.0,,,,,,
1706085805000,1000.0,,,,,,
1706085810000,1000.0,,,,,,
1706085815000,1000.0,,,,,,
1706085820000,1000.0,,,,,,
1706085825000,1000.0,,,,,,
1706085830000,1000.0,,,,,,
1706085835000,1000.0,,,,,,
1706085840000,1000.0,,,,,,
1706085845000,1000.0,,,,,,
1706085850000,1000.0,,,,,,
1706085855000,1000.0,,,,,,
1706085860000,1000.0,,,,,,
1706085865000,1000.0,,,,,,
1706085870000,1000.0,,,,,,
1706085875000,1000.0,,,,,,
1706085880000,1000.0,,,,,,
1706085885000,1000.0,,,,,,
1706085890000,1000.0,,,,,,
1706085895000,1000.0,,,,,,
1706085900000,1000.0,,,,,,
1706085905000,1000.0,,,,,,
1706085910000,1000.0,,,,,,
1706085915000,1000.0,,,,,,
1706085920000,1000.0,,,,,,
1706085925000,1000.0,,,,,,
1706085930000,1000.0,,,,,,
1706085935000,1000.0,,,,,,
1706085940000,1000.0,,,,,,
1706085945000,,,,,,,
1706085995000,604.0,1000.0,,,,,
1706086000000,766.0,612.0,,,,,
1706086005000,844.0,523.0,,,,,
1706086010000,883.0,575.0,,,,,
1706086015000,907.0,626.0,,,,,
1706086020000,922.0,651.0,,,,,
1706086025000,933.0,677.0,,,,,
1706086030000,942.0,677.0,,,,,
1706086035000,948.0,674.0,,,,,
1706086040000,954.0,676.0,,,,,
1706086045000,958.0,679.0,,,,,
1706086050000,961.0,685.0,,,,,
1706086055000,994.0,694.0,,,,,
1706086060000,1000.0,707.0,,,,,
1706086065000,1000.0,726.0,,,,,
1706086070000,1000.0,735.0,,,,,
1706086075000,1000.0,732.0,,,,,
1706086080000,1000.0,735.0,,,,,
1706086085000,1000.0,733.0,,,,,
1706086090000,1000.0,744.0,,,,,
1706086095000,1000.0,746.0,,,,,
1706086100000,1000.0,752.0,,,,,
1706086105000,1000.0,756.0,,,,,
1706086110000,1000.0,759.0,,,,,
1706086115000,1000.0,754.0,,,,,
1706086120000,1000.0,756.0,,,,,
1706086125000,1000.0,765.0,,,,,
1706086130000,1000.0,763.0,,,,,
1706086135000,1000.0,768.0,,,,,
1706086140000,1000.0,771.0,,,,,
1706086145000,1000.0,772.0,,,,,
1706086150000,1000.0,769.0,,,,,
1706086155000,1000.0,778.0,,,,,
1706086160000,1000.0,780.0,,,,,
1706086165000,1000.0,783.0,,,,,
1706086170000,1000.0,785.0,,,,,
1706086175000,1000.0,793.0,,,,,
1706086180000,1000.0,794.0,,,,,
1706086185000,1000.0,791.0,,,,,
1706086190000,1000.0,793.0,,,,,
1706086195000,1000.0,797.0,,,,,
1706086200000,1000.0,797.0,,,,,
1706086205000,1000.0,797.0,,,,,
1706086210000,1000.0,800.0,,,,,
1706086215000,1000.0,807.0,,,,,
1706086220000,1000.0,810.0,,,,,
1706086225000,1000.0,807.0,,,,,
1706086230000,1000.0,808.0,,,,,
1706086235000,1000.0,809.0,,,,,
1706086240000,1000.0,809.0,,,,,
1706086245000,1000.0,812.0,,,,,
1706086250000,1000.0,810.0,,,,,
1706086255000,1000.0,809.0,,,,,
1706086260000,1000.0,806.0,,,,,
1706086265000,,804.0,,,,,
1706086270000,,,,,,,
1706086315000,612.0,1000.0,486.0,,,,
1706086320000,806.0,526.0,512.0,,,,
1706086325000,871.0,523.0,581.0,,,,
1706086330000,903.0,596.0,623.0,,,,
1706086335000,923.0,634.0,649.0,,,,
1706086340000,936.0,654.0,661.0,,,,
1706086345000,945.0,666.0,668.0,,,,
1706086350000,952.0,672.0,680.0,,,,
1706086355000,957.0,679.0,693.0,,,,
1706086360000,962.0,694.0,696.0,,,,
1706086365000,965.0,699.0,700.0,,,,
1706086370000,968.0,704.0,703.0,,,,
1706086375000,1000.0,706.0,729.0,,,,
1706086380000,1000.0,730.0,752.0,,,,
1706086385000,1000.0,755.0,760.0,,,,
1706086390000,1000.0,763.0,770.0,,,,
1706086395000,1000.0,769.0,775.0,,,,
1706086400000,1000.0,778.0,776.0,,,,
1706086405000,1000.0,778.0,785.0,,,,
1706086410000,1000.0,787.0,781.0,,,,
1706086415000,1000.0,790.0,781.0,,,,
1706086420000,1000.0,789.0,783.0,,,,
1706086425000,1000.0,790.0,783.0,,,,
1706086430000,1000.0,790.0,782.0,,,,
1706086435000,1000.0,789.0,786.0,,,,
1706086440000,1000.0,793.0,786.0,,,,
1706086445000,1000.0,796.0,789.0,,,,
1706086450000,1000.0,797.0,789.0,,,,
1706086455000,1000.0,797.0,790.0,,,,
1706086460000,1000.0,800.0,800.0,,,,
1706086465000,1000.0,807.0,804.0,,,,
1706086470000,1000.0,811.0,814.0,,,,
1706086475000,1000.0,818.0,817.0,,,,
1706086480000,1000.0,821.0,824.0,,,,
1706086485000,1000.0,826.0,835.0,,,,
1706086490000,1000.0,836.0,845.0,,,,
1706086495000,1000.0,847.0,847.0,,,,
1706086500000,1000.0,845.0,848.0,,,,
1706086505000,1000.0,843.0,850.0,,,,
1706086510000,1000.0,842.0,850.0,,,,
1706086515000,1000.0,844.0,849.0,,,,
1706086520000,1000.0,842.0,848.0,,,,
1706086525000,1000.0,842.0,856.0,,,,
1706086530000,1000.0,848.0,854.0,,,,
1706086535000,1000.0,847.0,849.0,,,,
1706086540000,1000.0,841.0,843.0,,,,
1706086545000,1000.0,835.0,835.0,,,,
1706086550000,1000.0,829.0,830.0,,,,
1706086555000,1000.0,825.0,826.0,,,,
1706086560000,1000.0,826.0,824.0,,,,
1706086565000,1000.0,824.0,816.0,,,,
1706086570000,1000.0,819.0,814.0,,,,
1706086575000,1000.0,818.0,819.0,,,,
1706086580000,1000.0,818.0,817.0,,,,
1706086585000,,818.0,,,,,
1706086590000,,,,,,,
1706086635000,1000.0,1000.0,356.0,386.0,,,
1706086640000,485.0,410.0,341.0,383.0,,,
1706086645000,743.0,378.0,429.0,486.0,,,
1706086650000,829.0,447.0,483.0,554.0,,,
1706086655000,872.0,509.0,517.0,589.0,,,
1706086660000,897.0,542.0,557.0,623.0,,,
1706086665000,915.0,572.0,570.0,627.0,,,
1706086670000,927.0,576.0,586.0,647.0,,,
1706086675000,936.0,592.0,592.0,658.0,,,
1706086680000,943.0,605.0,597.0,667.0,,,
1706086685000,949.0,611.0,611.0,683.0,,,
1706086690000,954.0,625.0,623.0,700.0,,,
1706086695000,958.0,642.0,656.0,741.0,,,
1706086700000,1000.0,673.0,690.0,782.0,,,
1706086705000,1000.0,709.0,695.0,787.0,,,
1706086710000,1000.0,718.0,710.0,799.0,,,
1706086715000,1000.0,727.0,717.0,807.0,,,
1706086720000,1000.0,731.0,716.0,811.0,,,
