,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,0,1,2,3,4,5,6
Timestamp,,,,,,,
1706085690000,0.0,,,,,,
1706085695000,0.0,,,,,,
1706085700000,82.3333333333,,,,,,
1706085705000,1130.7,,,,,,
1706085710000,2069.4,,,,,,
1706085715000,3911.56666667,,,,,,
1706085720000,5685.71666667,,,,,,
1706085725000,7591.65,,,,,,
1706085730000,9426.95,,,,,,
1706085735000,11364.65,,,,,,
1706085740000,13292.966666659999,,,,,,
1706085745000,15116.3,,,,,,
1706085750000,16854.71666666,,,,,,
1706085755000,18702.55,,,,,,
1706085760000,20524.28333333,,,,,,
1706085765000,21278.36666666,,,,,,
1706085770000,22164.233333329998,,,,,,
1706085775000,22258.55,,,,,,
1706085780000,22235.91666666,,,,,,
1706085785000,22260.0,,,,,,
1706085790000,22296.95,,,,,,
1706085795000,22192.03333333,,,,,,
1706085800000,22237.93333333,,,,,,
1706085805000,22391.316666659997,,,,,,
1706085810000,22585.483333329998,,,,,,
1706085815000,22741.516666659998,,,,,,
1706085820000,22602.83333333,,,,,,
1706085825000,22748.066666659997,,,,,,
1706085830000,22888.15,,,,,,
1706085835000,22924.83333333,,,,,,
1706085840000,23150.15,,,,,,
1706085845000,23179.48333333,,,,,,
1706085850000,23282.95,,,,,,
1706085855000,23414.683333330002,,,,,,
1706085860000,23411.516666659998,,,,,,
1706085865000,23388.883333330003,,,,,,
1706085870000,23433.85,,,,,,
1706085875000,23414.383333330003,,,,,,
1706085880000,23633.833333330003,,,,,,
1706085885000,23671.95,,,,,,
1706085890000,23669.35,,,,,,
1706085895000,23634.433333330002,,,,,,
1706085900000,23557.65,,,,,,
1706085905000,23590.4,,,,,,
1706085910000,23591.25,,,,,,
1706085915000,23624.383333330003,,,,,,
1706085920000,23647.23333333,,,,,,
1706085925000,23654.316666659997,,,,,,
1706085930000,23662.3,,,,,,
1706085935000,23565.883333330003,,,,,,
1706085940000,23571.03333333,,,,,,
1706085945000,,,,,,,
1706085990000,0.0,,,,,,
1706085995000,0.0,0.0,,,,,
1706086000000,646.15,0.0,,,,,
1706086005000,2121.7833333333,733.6833333333,,,,,
1706086010000,3778.05,2145.0666666666,,,,,
1706086015000,5436.56666667,3851.83333333,,,,,
1706086020000,7152.51666666,5519.96666667,,,,,
1706086025000,8688.26666666,7210.01666666,,,,,
1706086030000,10068.31666666,8726.8,,,,,
1706086035000,11551.91666666,10130.91666666,,,,,
1706086040000,13151.46666666,11635.56666666,,,,,
1706086045000,14774.9,13234.98333333,,,,,
1706086050000,16524.3,14817.35,,,,,
1706086055000,18215.4,16590.36666666,,,,,
1706086060000,19085.21666666,18290.16666666,,,,,
1706086065000,19356.43333333,19054.61666666,,,,,
1706086070000,19283.3,19366.55,,,,,
1706086075000,19373.4,19279.03333333,,,,,
1706086080000,19409.68333333,19354.43333333,,,,,
1706086085000,19624.96666666,19437.2,,,,,
1706086090000,19693.28333333,19614.2,,,,,
1706086095000,19903.516666659998,19708.63333333,,,,,
1706086100000,20045.3,19894.93333333,,,,,
1706086105000,20196.53333333,20036.7,,,,,
1706086110000,20007.16666666,20174.9,,,,,
1706086115000,20091.15,20024.316666659997,,,,,
1706086120000,20337.7,20081.83333333,,,,,
1706086125000,20330.11666666,20359.2,,,,,
1706086130000,20482.78333333,20339.66666666,,,,,
1706086135000,20554.71666666,20478.03333333,,,,,
1706086140000,20586.38333333,20570.18333333,,,,,
1706086145000,20617.816666659997,20584.2,,,,,
1706086150000,20883.16666666,20613.66666666,,,,,
1706086155000,20939.61666666,20868.36666666,,,,,
1706086160000,21011.18333333,20921.766666659998,,,,,
1706086165000,21039.766666659998,21001.983333329998,,,,,
1706086170000,21287.63333333,21042.96666666,,,,,
1706086175000,21288.28333333,21265.83333333,,,,,
1706086180000,21212.03333333,21293.566666659997,,,,,
1706086185000,21274.0,21198.35,,,,,
1706086190000,21356.45,21253.3,,,,,
1706086195000,21373.9,21373.78333333,,,,,
1706086200000,21415.6,21353.25,,,,,
1706086205000,21446.36666666,21378.71666666,,,,,
1706086210000,21546.95,21444.766666659998,,,,,
1706086215000,21598.7,21543.55,,,,,
1706086220000,21548.86666666,21599.45,,,,,
1706086225000,21560.7,21542.566666659997,,,,,
1706086230000,21561.86666666,21554.78333333,,,,,
1706086235000,21585.63333333,21573.88333333,,,,,
1706086240000,21671.96666666,21589.41666666,,,,,
1706086245000,21665.75,21689.86666666,,,,,
1706086250000,21644.2,21664.18333333,,,,,
1706086255000,21552.016666659998,21639.66666666,,,,,
1706086260000,21452.46666666,21568.96666666,,,,,
1706086265000,,21486.65,,,,,
1706086270000,,,,,,,
1706086310000,0.0,,0.0,,,,
1706086315000,63.8833333333,0.0,89.0,,,,
1706086320000,900.1666666666,88.0833333333,935.3333333333,,,,
1706086325000,2318.3666666666,935.3333333333,2384.7333333333,,,,
1706086330000,3845.73333333,2368.7333333333,3907.33333333,,,,
1706086335000,5362.43333333,3895.45,5443.83333333,,,,
1706086340000,6924.51666666,5427.91666667,6941.85,,,,
1706086345000,8382.133333329999,6941.86666666,8426.68333333,,,,
1706086350000,9803.5,8426.6,9869.7,,,,
1706086355000,11402.66666666,9860.45,11462.06666666,,,,
1706086360000,12936.68333333,11457.83333333,12968.98333333,,,,
1706086365000,14339.6,12968.98333333,14398.18333333,,,,
1706086370000,15811.8,14381.73333333,15919.033333329999,,,,
1706086375000,17436.05,15902.633333329999,17481.4,,,,
1706086380000,18297.83333333,17465.16666666,18280.38333333,,,,
1706086385000,18535.816666659997,18275.66666666,18517.13333333,,,,
1706086390000,18749.91666666,18532.8,18747.93333333,,,,
1706086395000,18937.316666659997,18735.5,18913.11666666,,,,
1706086400000,18921.233333329998,18930.35,18927.88333333,,,,
1706086405000,19110.03333333,18927.86666666,19107.38333333,,,,
1706086410000,19121.91666666,19078.91666666,19129.516666659998,,,,
1706086415000,19152.08333333,19121.78333333,19167.43333333,,,,
1706086420000,19211.93333333,19156.21666666,19201.016666659998,,,,
1706086425000,19330.816666659997,19194.766666659998,19328.95,,,,
1706086430000,19376.266666659998,19339.016666659998,19333.61666666,,,,
1706086435000,19447.4,19333.2,19438.55,,,,
1706086440000,19497.95,19391.03333333,19497.96666666,,,,
1706086445000,19580.95,19496.0,19585.483333329998,,,,
1706086450000,19566.483333329998,19568.78333333,19558.28333333,,,,
1706086455000,19617.15,19581.316666659997,19607.58333333,,,,
1706086460000,19771.78333333,19601.733333329998,19755.85,,,,
1706086465000,19875.266666659998,19746.38333333,19900.38333333,,,,
1706086470000,20189.63333333,19911.4,20167.33333333,,,,
1706086475000,20286.61666666,20175.93333333,20278.66666666,,,,
1706086480000,20443.316666659997,20280.88333333,20435.88333333,,,,
1706086485000,20689.3,20427.18333333,20681.016666659998,,,,
1706086490000,20932.233333329998,20682.733333329998,20916.61666666,,,,
1706086495000,20888.46666666,20935.28333333,20884.7,,,,
1706086500000,20883.483333329998,20941.78333333,20886.93333333,,,,
1706086505000,20907.46666666,20883.61666666,20917.63333333,,,,
1706086510000,20937.0,20903.566666659997,20953.2,,,,
1706086515000,20929.46666666,20943.25,20937.96666666,,,,
1706086520000,20989.61666666,20932.33333333,20988.36666666,,,,
1706086525000,21010.2,20983.733333329998,21001.91666666,,,,
1706086530000,20939.13333333,20998.766666659998,20939.983333329998,,,,
1706086535000,20813.7,20944.36666666,20824.96666666,,,,
1706086540000,20664.03333333,20821.2,20678.71666666,,,,
