Parallelism,Throughput,ThroughputStdErr,BusyTime,BusyTimeStdErr
0,0.0,0.0,,
1,22216.863636361362,2633.080590551967,749.8095238095239,56.48179603786225
2,40778.67499999375,1574.349572894448,728.1538461538462,5.407956946117221
3,67097.75151514307,3006.0504708892145,761.0952380952381,7.174023197587363
4,75058.92469878396,3417.4734548810566,656.4785140562249,8.831910298248495
5,83181.3685653869,3624.8372672487667,557.5746835443039,6.3270825773977
6,92235.2166666499,3528.041767578199,537.3822222222221,8.73341915328675
7,53997.58813558962,1966.7693238147992,229.70217917675544,2.2228955635078678
