Parallelism,region,"('Throughput_OUT', 'mean')","('Throughput_OUT', 'std')","('Throughput_IN', 'mean')","('Throughput_IN', 'std')",Predictions
1,1,6940.765104165728,2218.3831118231546,27254.117968746563,2830.769481480331,
2,1,11395.945273628058,1800.0270452920172,51172.842288553584,3152.593763190875,55186.0
3,1,16352.660714283,3713.9455720251435,69008.93238094856,7903.136297181865,74910.0
4,1,25549.0241293503,2477.404889074829,83316.22238805686,10018.17634175203,90879.0
5,1,20691.316169150945,4209.0770854486445,102534.8490049712,15865.193609081129,113160.0
6,1,42452.718627447204,5854.532259865667,103998.70955882073,20574.408750834893,125421.0
7,1,35528.9593406566,4719.3464563567295,118678.31080585759,21385.50790009801,128364.0
8,1,52877.88364197222,7203.936664402669,108647.68179012036,32562.52927468052,
