,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength
,Sink:_Sink
,0
Timestamp,
1722235560000,0.0
1722235565000,0.0
1722235570000,0.0
1722235575000,0.0
1722235580000,0.0
1722235585000,0.0
1722235590000,0.0
1722235595000,0.0
1722235600000,0.0
1722235605000,0.0
1722235610000,1.0
1722235615000,1.0
1722235620000,0.0
1722235625000,1.0
1722235630000,1.0
1722235635000,1.0
1722235640000,1.0
1722235645000,1.0
1722235650000,1.0
1722235655000,1.0
1722235660000,1.0
1722235665000,1.0
1722235670000,1.0
1722235675000,1.0
1722235680000,1.0
1722235685000,1.0
1722235690000,1.0
1722235695000,1.0
1722235700000,1.0
1722235705000,1.0
1722235710000,1.0
1722235715000,1.0
1722235720000,1.0
1722235725000,1.0
1722235730000,1.0
1722235735000,1.0
1722235740000,1.0
1722235745000,1.0
1722235750000,1.0
1722235755000,1.0
1722235760000,1.0
1722235765000,1.0
1722235770000,1.0
1722235775000,1.0
1722235780000,
1722235805000,0.0
1722235810000,1.0
1722235815000,1.0
1722235820000,1.0
1722235825000,1.0
1722235830000,1.0
1722235835000,1.0
1722235840000,1.0
1722235845000,1.0
1722235850000,1.0
1722235855000,1.0
1722235860000,1.0
1722235865000,1.0
1722235870000,1.0
1722235875000,1.0
1722235880000,1.0
1722235885000,1.0
1722235890000,1.0
1722235895000,1.0
1722235900000,1.0
1722235905000,1.0
1722235910000,1.0
1722235915000,1.0
1722235920000,1.0
1722235925000,1.0
1722235930000,1.0
1722235935000,1.0
1722235940000,1.0
1722235945000,1.0
1722235950000,1.0
1722235955000,1.0
1722235960000,1.0
1722235965000,1.0
1722235970000,1.0
1722235975000,1.0
1722235980000,1.0
1722235985000,1.0
1722235990000,1.0
1722235995000,1.0
1722236000000,1.0
1722236005000,1.0
1722236010000,1.0
1722236015000,1.0
1722236020000,1.0
1722236025000,1.0
1722236030000,1.0
1722236035000,1.0
1722236040000,1.0
1722236045000,
1722236060000,0.0
1722236065000,1.0
1722236070000,1.0
1722236075000,1.0
1722236080000,1.0
1722236085000,1.0
1722236090000,1.0
1722236095000,1.0
1722236100000,1.0
1722236105000,1.0
1722236110000,1.0
1722236115000,1.0
1722236120000,1.0
1722236125000,1.0
1722236130000,1.0
1722236135000,1.0
1722236140000,1.0
1722236145000,1.0
1722236150000,1.0
1722236155000,1.0
1722236160000,1.0
1722236165000,1.0
1722236170000,1.0
1722236175000,1.0
1722236180000,1.0
1722236185000,1.0
