,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength
,Source:_Source2
,0
Timestamp,
1737514415000,0.0
1737514420000,0.0
1737514425000,0.0
1737514430000,1.0
1737514435000,0.0
1737514440000,10.0
1737514445000,9.0
1737514450000,10.0
1737514455000,
1737514470000,9.0
1737514475000,9.0
1737514480000,9.0
1737514485000,9.0
1737514490000,9.0
1737514495000,9.0
1737514500000,
1737514520000,9.0
1737514525000,9.0
1737514530000,9.0
1737514535000,
1737514570000,0.0
1737514575000,9.0
1737514580000,9.0
1737514585000,9.0
1737514590000,9.0
1737514595000,9.0
1737514600000,9.0
1737514605000,9.0
1737514610000,9.0
1737514615000,9.0
1737514620000,
