,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Timestamp,,,,,,,,,,,,,,,,,,
1736792485000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792490000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,1330.0,1456.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792495000,9.0,21.0,,1.0,0.0,0.0,9.0,1.0,,0.0,1.0,10.0,119781000.0,59294000.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792500000,9.0,19.0,,0.0,0.0,0.0,9.0,0.0,,0.0,9.0,9.0,89.0,378.0,,1.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792505000,9.0,19.0,,0.0,0.0,0.0,9.0,0.0,,0.0,9.0,9.0,50.0,99.0,,1.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792510000,9.0,18.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,76.0,125.0,,1.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792515000,9.0,21.0,,1.0,0.0,0.0,11.0,1.0,,0.0,9.0,9.0,64.0,138.0,,1.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792520000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,161748000.0,125.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792525000,9.0,21.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,168.0,368.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792530000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,178776000.0,154.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792535000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,14607000.0,154.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792540000,9.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,71.0,676.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792545000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,48654000.0,201.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792550000,9.0,19.0,,2.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,3942000.0,201.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792555000,9.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,28.0,1433.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792560000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,25551000.0,183.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792565000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,2304000.0,183.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792570000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,2304000.0,183.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792575000,9.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,8.0,201.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792580000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,3897000.0,335.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792585000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,2304000.0,335.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792590000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,2304000.0,335.0,,1.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792595000,9.0,20.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,2.0,9495.0,,1.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792600000,9.0,21.0,,0.0,0.0,0.0,11.0,0.0,,0.0,9.0,9.0,5.0,360.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792605000,9.0,11.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,10.0,139.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792610000,9.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,42453000.0,144.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792615000,9.0,21.0,,0.0,0.0,0.0,11.0,0.0,,0.0,9.0,9.0,81.0,167.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792620000,9.0,19.0,,0.0,0.0,0.0,9.0,0.0,,0.0,9.0,9.0,172.0,530.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792625000,9.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,146.0,223.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792630000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,91665000.0,479.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792635000,9.0,20.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,4.0,32159.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792640000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,27801000.0,111.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
