,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1736792645000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,2304000.0,111.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792650000,9.0,19.0,,0.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,3.0,623.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792655000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,2304000.0,623.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792660000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,2304000.0,623.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792665000,9.0,19.0,,0.0,0.0,0.0,9.0,0.0,,0.0,9.0,9.0,2304000.0,520.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792670000,10.0,19.0,,0.0,0.0,0.0,9.0,0.0,,0.0,9.0,10.0,17.0,287.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792675000,9.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,8.0,130.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792680000,9.0,19.0,,0.0,0.0,0.0,9.0,0.0,,0.0,9.0,9.0,38.0,361.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792685000,9.0,20.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,30312000.0,1847.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792690000,9.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,183375000.0,202.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792695000,9.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,180.0,118.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792700000,9.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,207.0,287.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792705000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,48636000.0,111.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792710000,9.0,20.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,30.0,596.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792715000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,110565000.0,112.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792720000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,9018000.0,112.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792725000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,2304000.0,335.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792730000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,2304000.0,335.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792735000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,2304000.0,335.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792740000,0.0,4.0,,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,128.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792745000,,,,,,,,,,,,,,,,,,
1736792765000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792770000,9.0,2.0,19.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,9.0,226.0,40.0,478.0,1902.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792775000,9.0,19.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,9.0,78.0,225.0,1442.0,1078.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792780000,7.0,19.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,10.0,9.0,33.0,154.0,15.0,1003.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792785000,9.0,17.0,18.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,9.0,55386000.0,2098.0,6736.0,105.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792790000,9.0,18.0,19.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,9.0,141192000.0,338.0,18.0,749.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792795000,9.0,19.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,9.0,13.0,156.0,135.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792800000,9.0,19.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,5.0,9.0,55.0,130.0,18.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792805000,9.0,18.0,17.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,9.0,149.0,515.0,13.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792810000,9.0,19.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,9.0,9.0,71.0,207.0,24.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792815000,9.0,19.0,19.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,39807000.0,143.0,20.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792820000,9.0,9.0,19.0,2.0,0.0,0.0,13.0,1.0,1.0,0.0,9.0,10.0,13.0,10493.0,20.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792825000,9.0,19.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,9.0,9.0,9774000.0,346.0,208.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792830000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2304000.0,346.0,241.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792835000,9.0,10.0,19.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,9.0,9.0,2.0,245.0,241.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792840000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2304000.0,971.0,443.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792845000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2304000.0,971.0,443.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792850000,9.0,19.0,10.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,9.0,9.0,10512000.0,120.0,209.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792855000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2304000.0,120.0,15.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792860000,9.0,20.0,19.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2934000.0,51876.0,15.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792865000,9.0,20.0,19.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2304000.0,51876.0,276.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792870000,0.0,17.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,9.0,1.0,125.0,578.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792875000,9.0,17.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,9.0,0.0,102.0,82.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792880000,9.0,19.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,9.0,11.0,155.0,191.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792885000,9.0,19.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,8.0,9.0,42.0,322.0,14.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792890000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,20511000.0,129.0,29.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792895000,9.0,19.0,18.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,9.0,9.0,35622000.0,201.0,232.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792900000,9.0,19.0,19.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2871000.0,201.0,304.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792905000,1.0,18.0,19.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,8.0,9.0,3.0,1115822.0,304.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792910000,9.0,17.0,19.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2304000.0,404.0,22.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792915000,10.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,10.0,10.0,2560000.0,404.0,22.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792920000,9.0,17.0,18.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,9.0,9.0,3924000.0,156.0,466.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792925000,9.0,17.0,19.0,2.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2304000.0,156.0,12.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792930000,9.0,16.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,9.0,9.0,2304000.0,733.0,29646000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792935000,9.0,16.0,19.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2304000.0,733.0,585.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792940000,9.0,19.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,10.0,0.0,358.0,21956000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792945000,10.0,20.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,9.0,15471000.0,917.0,282.0,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792950000,9.0,18.0,19.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,9.0,12.0,201.0,14.0,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792955000,6.0,18.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,9.0,17.0,134.0,85.0,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792960000,1.0,18.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,5.0,102.0,156.0,1126.0,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792965000,9.0,17.0,14.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,32571000.0,139.0,16.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792970000,9.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,10.0,13.0,202.0,9018.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792975000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,8181000.0,109.0,253.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792980000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2304000.0,109.0,253.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792985000,9.0,18.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,9.0,9.0,10314000.0,335.0,50.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792990000,9.0,18.0,19.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2304000.0,335.0,22.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792995000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2430000.0,346.0,22.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793000000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2304000.0,346.0,442.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793005000,9.0,18.0,19.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,9.0,9.0,1.0,502.0,442.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793010000,1.0,15.0,13.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,10.0,0.0,95.0,177.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793015000,,,,,,,,,,,,,,,,,,
