Parallelism,Mean,StdErr,Predictions
0,0.0,0.0,
1,12272.519811318049,620.9299735488828,
2,22081.47060605472,1157.760336834418,28308.0
3,33014.86944443659,1878.914348104961,43998.0
4,39560.3304487071,1948.803560990517,51096.0
5,44217.39150942061,2474.810926762611,58723.0
6,49035.145757560575,2713.808018332101,67621.0
7,58255.18533331609,3229.029243894079,72221.0
8,62908.18562089513,3692.581635129727,78686.0
9,64738.425333312014,3576.9096227714836,93642.0
