,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737224075000,1000.0
1737224080000,429.0
1737224085000,298.0
1737224090000,290.0
1737224095000,465.0
1737224100000,572.0
1737224105000,644.0
1737224110000,695.0
1737224115000,733.0
1737224120000,763.0
1737224125000,786.0
1737224130000,806.0
1737224135000,822.0
1737224140000,870.0
1737224145000,939.0
1737224150000,1000.0
1737224155000,1000.0
1737224160000,1000.0
1737224165000,1000.0
1737224170000,1000.0
1737224175000,1000.0
1737224180000,1000.0
1737224185000,1000.0
1737224190000,1000.0
1737224195000,1000.0
1737224200000,1000.0
1737224205000,1000.0
1737224210000,1000.0
1737224215000,1000.0
1737224220000,1000.0
1737224225000,1000.0
1737224230000,1000.0
1737224235000,1000.0
1737224240000,1000.0
1737224245000,1000.0
1737224250000,1000.0
1737224255000,1000.0
1737224260000,1000.0
1737224265000,1000.0
1737224270000,1000.0
1737224275000,1000.0
1737224280000,1000.0
1737224285000,1000.0
1737224290000,1000.0
1737224295000,1000.0
1737224300000,1000.0
1737224305000,1000.0
1737224310000,1000.0
1737224315000,
