,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737530550000,1000.0
1737530555000,1000.0
1737530560000,0.0
1737530565000,0.0
1737530570000,0.0
1737530575000,0.0
1737530580000,28.0
1737530585000,179.0
1737530590000,297.0
1737530595000,385.0
1737530600000,453.0
1737530605000,508.0
1737530610000,553.0
1737530615000,590.0
1737530620000,734.0
1737530625000,816.0
1737530630000,895.0
1737530635000,972.0
1737530640000,995.0
1737530645000,1000.0
1737530650000,1000.0
1737530655000,1000.0
1737530660000,1000.0
1737530665000,1000.0
1737530670000,1000.0
1737530675000,1000.0
1737530680000,1000.0
1737530685000,1000.0
1737530690000,1000.0
1737530695000,1000.0
1737530700000,1000.0
1737530705000,1000.0
1737530710000,1000.0
1737530715000,1000.0
1737530720000,1000.0
1737530725000,1000.0
1737530730000,1000.0
1737530735000,1000.0
1737530740000,1000.0
1737530745000,1000.0
1737530750000,1000.0
1737530755000,1000.0
1737530760000,1000.0
1737530765000,1000.0
1737530770000,1000.0
1737530775000,1000.0
1737530780000,1000.0
1737530785000,1000.0
1737530790000,
