,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737530550000,0.0
1737530555000,0.0
1737530560000,0.0
1737530565000,98.5666666666
1737530570000,348.1833333333
1737530575000,631.2833333333
1737530580000,9377.41666666
1737530585000,21739.516666659998
1737530590000,21739.516666659998
1737530595000,21739.516666659998
1737530600000,26361.933333330002
1737530605000,32261.316666659997
1737530610000,36077.63333333
1737530615000,38420.93333333
1737530620000,49086.7
1737530625000,49778.58333333
1737530630000,49528.96666666
1737530635000,60738.18333333
1737530640000,51992.05
1737530645000,39629.95
1737530650000,48492.43333333
1737530655000,48492.43333333
1737530660000,44944.7
1737530665000,44814.16666666
1737530670000,40997.85
1737530675000,39176.38333333
1737530680000,29320.633333330003
1737530685000,35195.03333333
1737530690000,41340.03333333
1737530695000,36953.233333330005
1737530700000,44750.483333330005
1737530705000,52603.13333333
1737530710000,49966.91666666001
1737530715000,55950.983333330005
1737530720000,60267.733333330005
1737530725000,61183.66666666001
1737530730000,61183.66666666001
1737530735000,62176.88333333
1737530740000,61366.866666660004
1737530745000,54702.016666660005
1737530750000,48557.016666660005
1737530755000,45230.13333333
1737530760000,46452.5
1737530765000,44901.26666666
1737530770000,44115.58333333
1737530775000,45484.966666659995
1737530780000,47214.06666666
1737530785000,48494.13333333
1737530790000,
