,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737491995000,1000.0
1737492000000,0.0
1737492005000,0.0
1737492010000,38.0
1737492015000,33.0
1737492020000,145.0
1737492025000,274.0
1737492030000,372.0
1737492035000,449.0
1737492040000,510.0
1737492045000,559.0
1737492050000,599.0
1737492055000,633.0
1737492060000,721.0
1737492065000,800.0
1737492070000,873.0
1737492075000,955.0
1737492080000,989.0
1737492085000,996.0
1737492090000,1000.0
1737492095000,1000.0
1737492100000,1000.0
1737492105000,1000.0
1737492110000,1000.0
1737492115000,1000.0
1737492120000,1000.0
1737492125000,1000.0
1737492130000,1000.0
1737492135000,1000.0
1737492140000,1000.0
1737492145000,1000.0
1737492150000,1000.0
1737492155000,1000.0
1737492160000,1000.0
1737492165000,1000.0
1737492170000,1000.0
1737492175000,1000.0
1737492180000,1000.0
1737492185000,1000.0
1737492190000,1000.0
1737492195000,1000.0
1737492200000,1000.0
1737492205000,1000.0
1737492210000,1000.0
1737492215000,1000.0
1737492220000,1000.0
1737492225000,1000.0
1737492230000,1000.0
1737492235000,
