,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737219530000,0.0
1737219535000,0.0
1737219540000,2363.55
1737219545000,2365.0166666666
1737219550000,9608.08333333
1737219555000,12884.4
1737219560000,12884.4
1737219565000,23840.883333330003
1737219570000,24189.0
1737219575000,24189.0
1737219580000,24189.0
1737219585000,32039.45
1737219590000,32039.45
1737219595000,32039.45
1737219600000,36141.733333330005
1737219605000,36140.26666666
1737219610000,34549.65
1737219615000,31273.333333330003
1737219620000,35893.15
1737219625000,25725.21666666
1737219630000,27323.8
1737219635000,29409.683333330002
1737219640000,32828.08333333
1737219645000,27973.86666666
1737219650000,29308.71666666
1737219655000,33687.983333330005
1737219660000,27525.75
1737219665000,32843.16666666
1737219670000,27190.71666666
1737219675000,33007.35
1737219680000,28387.53333333
1737219685000,33325.8
1737219690000,31379.1
1737219695000,35335.38333333
1737219700000,31916.98333333
1737219705000,34365.01666666
1737219710000,34721.1
1737219715000,35642.233333330005
1737219720000,36471.13333333
1737219725000,33603.216666659995
1737219730000,36377.55
1737219735000,34364.53333333
1737219740000,36651.233333330005
1737219745000,33985.483333330005
1737219750000,36918.1
1737219755000,31194.05
1737219760000,36721.86666666
1737219765000,31277.6
1737219770000,34997.63333333
1737219775000,
