Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 5)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,,,,,1000.0,,,,,,0.0,0.0,-1.0,-1.0,1
5,0.0,,,,,,406.0,,,,,,0.0,0.0,-1.0,-1.0,1
10,0.0,,,,,,202.0,,,,,,0.0,0.0,22464.0,103.0,1
15,95.8833333333,,,,,,188.0,,,,,,0.0,7.0,22464.0,103.0,1
20,728.6666666666,,,,,,308.0,,,,,,0.0,133.0,760643.0,2303.0,1
25,1635.8833333333,,,,,,363.0,,,,,,59.0,127.0,2978490.0,3935.0,1
30,4117.0,,,,,,463.0,,,,,,201.0,264.0,2978490.0,3935.0,1
35,5314.23333333,,,,,,540.0,,,,,,310.0,365.0,8547304.0,5600.0,1
40,6001.35,,,,,,598.0,,,,,,394.0,444.0,8547304.0,5600.0,1
45,8638.06666666,,,,,,642.0,,,,,,550.0,596.0,6883216.0,8423.0,1
50,9582.35,,,,,,678.0,,,,,,626.0,669.0,6883216.0,8423.0,1
55,11532.13333333,,,,,,708.0,,,,,,654.0,692.0,5188355.0,7467.0,1
60,12827.03333333,,,,,,732.0,,,,,,714.0,748.0,5188355.0,7467.0,1
65,14021.45,,,,,,781.0,,,,,,795.0,824.0,10410184.0,8748.0,1
70,16223.4,,,,,,865.0,,,,,,933.0,958.0,10410184.0,8748.0,1
75,16127.51666666,,,,,,935.0,,,,,,1000.0,1000.0,17618264.0,8855.0,1
80,17491.6,,,,,,963.0,,,,,,1000.0,1000.0,17618264.0,8855.0,1
85,17760.96666666,,,,,,998.0,,,,,,1000.0,1000.0,17618264.0,8855.0,1
90,15874.51666666,,,,,,1000.0,,,,,,1000.0,1000.0,22806013.0,11971.0,1
95,16498.66666666,,,,,,1000.0,,,,,,1000.0,1000.0,22806013.0,11971.0,1
100,17215.23333333,,,,,,1000.0,,,,,,1000.0,1000.0,10193123.0,10531.0,1
105,16285.46666666,,,,,,1000.0,,,,,,1000.0,1000.0,10193123.0,10531.0,1
110,17269.73333333,,,,,,1000.0,,,,,,1000.0,1000.0,10193123.0,10531.0,1
115,16105.46666666,,,,,,1000.0,,,,,,1000.0,1000.0,10193123.0,10531.0,1
120,15511.55,,,,,,1000.0,,,,,,1000.0,1000.0,18739138.0,16752.0,1
125,16138.8,,,,,,1000.0,,,,,,1000.0,1000.0,18739138.0,16752.0,1
130,15601.15,,,,,,1000.0,,,,,,1000.0,1000.0,24672490.0,10825.0,1
135,17261.95,,,,,,1000.0,,,,,,1000.0,1000.0,24672490.0,10825.0,1
140,16965.4,,,,,,1000.0,,,,,,1000.0,1000.0,24672490.0,10825.0,1
145,15860.3,,,,,,1000.0,,,,,,1000.0,1000.0,24672490.0,10825.0,1
150,16832.11666666,,,,,,1000.0,,,,,,1000.0,1000.0,33284277.0,17121.0,1
155,16483.8,,,,,,1000.0,,,,,,1000.0,1000.0,33284277.0,17121.0,1
160,16942.95,,,,,,1000.0,,,,,,1000.0,1000.0,33284277.0,17121.0,1
165,16831.8,,,,,,1000.0,,,,,,1000.0,1000.0,12822128.0,10594.0,1
170,16081.91666666,,,,,,1000.0,,,,,,1000.0,1000.0,12822128.0,10594.0,1
175,15956.116666659998,,,,,,1000.0,,,,,,1000.0,1000.0,12822128.0,10594.0,1
180,16889.233333329998,,,,,,1000.0,,,,,,1000.0,1000.0,20516893.0,15092.0,1
185,16647.93333333,,,,,,1000.0,,,,,,1000.0,1000.0,20516893.0,15092.0,1
190,16674.3,,,,,,1000.0,,,,,,1000.0,1000.0,20516893.0,15092.0,1
195,16605.33333333,,,,,,1000.0,,,,,,1000.0,1000.0,26123844.0,10261.0,1
200,15970.98333333,,,,,,1000.0,,,,,,1000.0,1000.0,26123844.0,10261.0,1
205,16607.75,,,,,,1000.0,,,,,,1000.0,1000.0,26123844.0,10261.0,1
210,16764.16666666,,,,,,1000.0,,,,,,1000.0,1000.0,34722924.0,17090.0,1
215,16807.66666666,,,,,,1000.0,,,,,,1000.0,1000.0,34722924.0,17090.0,1
220,15384.033333329999,,,,,,1000.0,,,,,,1000.0,1000.0,34722924.0,17090.0,1
225,15120.633333329999,,,,,,1000.0,,,,,,1000.0,1000.0,9877818.0,11333.0,1
230,15527.4,,,,,,1000.0,,,,,,1000.0,1000.0,9877818.0,11333.0,1
235,16697.35,,,,,,1000.0,,,,,,1000.0,1000.0,9877818.0,11333.0,1
