,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737198450000,0.0
1737198455000,0.0
1737198460000,1500.6166666666
1737198465000,2243.7
1737198470000,6948.45
1737198475000,11301.83333333
1737198480000,14887.9
1737198485000,20414.45
1737198490000,20414.45
1737198495000,24457.36666666
1737198500000,26445.21666666
1737198505000,26445.21666666
1737198510000,27363.65
1737198515000,31489.6
1737198520000,30842.833333330003
1737198525000,30099.75
1737198530000,27238.7
1737198535000,27112.61666666
1737198540000,23526.55
1737198545000,18921.766666659998
1737198550000,20666.66666666
1737198555000,19899.13333333
1737198560000,23619.11666666
1737198565000,29113.05
1737198570000,31654.48333333
1737198575000,29985.016666659998
1737198580000,30410.98333333
1737198585000,34910.66666666
1737198590000,33066.966666659995
1737198595000,30516.71666666
1737198600000,34701.466666659995
1737198605000,33779.7
1737198610000,32477.41666666
1737198615000,29346.41666666
1737198620000,27026.03333333
1737198625000,25309.46666666
1737198630000,26557.566666659997
1737198635000,28588.73333333
1737198640000,31336.23333333
1737198645000,29924.91666666
1737198650000,32986.41666666
1737198655000,34208.4
1737198660000,30023.65
1737198665000,33091.35
1737198670000,35741.06666666
1737198675000,35596.68333333
1737198680000,32982.38333333
1737198685000,29205.016666659998
1737198690000,26458.91666666
1737198695000,
