Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 5)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
650,24665.633333330003,11625.68333333,,,,,1000.0,418.0,,,,,965.0,795.0,80318829.0,3573.0,2
655,25588.7,12126.35,,,,,1000.0,401.0,,,,,962.0,780.0,76287275.0,3834.0,2
660,25371.78333333,12074.83333333,,,,,1000.0,416.0,,,,,937.0,765.0,81159183.0,3275.0,2
665,23710.86666666,11426.95,,,,,1000.0,403.0,,,,,950.0,772.0,86358090.0,4016.0,2
670,23653.7,11167.93333333,,,,,1000.0,406.0,,,,,953.0,762.0,82200427.0,4859.0,2
675,24660.86666666,11666.98333333,,,,,1000.0,411.0,,,,,946.0,737.0,87428069.0,3732.0,2
680,23883.133333330003,11278.21666666,,,,,1000.0,418.0,,,,,941.0,741.0,92049152.0,3843.0,2
685,23531.0,11099.4,,,,,1000.0,416.0,,,,,935.0,743.0,88550010.0,5136.0,2
690,23750.833333330003,11412.36666666,,,,,1000.0,420.0,,,,,944.0,764.0,89195280.0,4270.0,2
695,23365.633333330003,11130.71666666,,,,,1000.0,424.0,,,,,948.0,777.0,94157927.0,3951.0,2
700,22603.1,10738.08333333,,,,,1000.0,410.0,,,,,975.0,799.0,99391432.0,4502.0,2
705,22233.85,10404.16666666,,,,,1000.0,439.0,,,,,979.0,804.0,95308923.0,5239.0,2
710,20289.45,9626.65,,,,,1000.0,494.0,,,,,961.0,802.0,96320606.0,3946.0,2
715,17546.7,8218.81666666,,,,,1000.0,541.0,,,,,973.0,829.0,96320606.0,3946.0,2
720,15767.466666659999,7414.1,,,,,1000.0,578.0,,,,,985.0,853.0,96320606.0,3946.0,2
725,14443.25,6717.65,,,,,1000.0,631.0,,,,,978.0,868.0,96320606.0,3946.0,2
730,11945.73333333,5578.3,,,,,1000.0,676.0,,,,,972.0,887.0,96320606.0,3946.0,2
735,9863.36666666,4716.08333333,,,,,1000.0,665.0,,,,,982.0,1000.0,96320606.0,3946.0,2
