Parallelism,region,"('Throughput_OUT', 'mean')","('Throughput_OUT', 'std')","('Throughput_IN', 'mean')","('Throughput_IN', 'std')",Predictions
1,1,0.0,0.0,38693.8349462329,2371.014292209114,
2,1,0.0,0.0,40145.202898548116,11606.496221257923,79066.0
3,1,0.0,0.0,71543.22878787456,15777.862163581278,90885.0
4,1,0.0,0.0,86973.17009803602,14634.647061892538,91669.0
5,1,0.0,0.0,91758.67681159088,22656.163178445982,25402.0
6,1,0.0,0.0,98781.7777777747,17884.125096229553,116561.0
