Parallelism,Throughput,ThroughputStdErr,BusyTime,BusyTimeStdErr,Predictions
0,0.0,0.0,,,
1,33594.04377777453,1365.3260144187736,943.0675675675676,15.101015246046009,
2,36853.55958332704,1594.6494433304779,728.1625,5.838495465175509,79066.0
3,64628.92822221422,2745.516556955435,767.7422222222222,7.120384434990684,90885.0
4,80033.36431622705,2987.3530197467394,649.7403846153846,6.842720440418187,91669.0
5,85894.88162391797,3455.0788871786367,573.0583333333334,5.619648262560006,25402.0
6,93970.59369367459,3075.582821278335,431.8445945945946,6.913474076300532,116561.0
