,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737521355000,0.0
1737521360000,0.0
1737521365000,0.0
1737521370000,52.3333333333
1737521375000,411.1
1737521380000,542.4666666666
1737521385000,2494.65
1737521390000,11186.783333329999
1737521395000,13377.18333333
1737521400000,19617.86666666
1737521405000,19617.86666666
1737521410000,20380.233333329998
1737521415000,27943.36666666
1737521420000,27943.36666666
1737521425000,28143.683333330002
1737521430000,40591.466666659995
1737521435000,40232.7
1737521440000,40101.33333333
1737521445000,44882.466666659995
1737521450000,36190.33333333
1737521455000,36101.95
1737521460000,33335.38333333
1737521465000,33617.7
1737521470000,34017.78333333
1737521475000,29919.65
1737521480000,36831.5
1737521485000,41790.41666666
1737521490000,34249.05
1737521495000,34344.05
1737521500000,39815.63333333
1737521505000,33082.31666666
1737521510000,39169.01666666
1737521515000,37067.0
1737521520000,39221.35
1737521525000,38939.03333333
1737521530000,42212.91666666
1737521535000,40529.3
1737521540000,33855.26666666
1737521545000,29918.566666659997
1737521550000,34551.8
1737521555000,40151.76666666
1737521560000,36563.7
1737521565000,40285.08333333
1737521570000,34469.2
1737521575000,40078.26666666
1737521580000,34449.8
1737521585000,40718.05
1737521590000,36281.716666659995
1737521595000,
