,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737496605000,0.0
1737496610000,0.0
1737496615000,0.0
1737496620000,74.65
1737496625000,469.6166666666
1737496630000,693.1
1737496635000,1340.4166666666
1737496640000,6750.81666666
1737496645000,10890.883333329999
1737496650000,17297.93333333
1737496655000,17297.93333333
1737496660000,24781.15
1737496665000,24781.15
1737496670000,28437.95
1737496675000,37682.16666666
1737496680000,37607.51666666
1737496685000,37212.55
1737496690000,43994.61666666
1737496695000,43347.3
1737496700000,39633.15
1737496705000,39472.716666659995
1737496710000,33657.7
1737496715000,38438.08333333
1737496720000,30954.86666666
1737496725000,31851.16666666
1737496730000,34442.31666666
1737496735000,31496.66666666
1737496740000,37062.58333333
1737496745000,40549.33333333
1737496750000,35782.9
1737496755000,37068.91666666
1737496760000,40760.466666659995
1737496765000,36780.83333333
1737496770000,42256.18333333
1737496775000,37475.8
1737496780000,42903.2
1737496785000,42006.9
1737496790000,37421.41666666
1737496795000,31122.85
1737496800000,32942.91666666
1737496805000,35860.43333333
1737496810000,38993.16666666
1737496815000,39472.66666666
1737496820000,38332.733333330005
1737496825000,38640.2
1737496830000,37974.66666666
1737496835000,37974.66666666
1737496840000,38618.76666666
1737496845000,
