,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737202340000,0.0
1737202345000,0.0
1737202350000,1507.3833333332998
1737202355000,2435.55
1737202360000,7526.883333329999
1737202365000,10329.783333329999
1737202370000,16641.016666659998
1737202375000,20107.316666659997
1737202380000,22432.83333333
1737202385000,23373.15
1737202390000,27834.28333333
1737202395000,28325.0
1737202400000,28325.0
1737202405000,29499.11666666
1737202410000,32637.61666666
1737202415000,31817.516666659998
1737202420000,26726.183333330002
1737202425000,27094.11666666
1737202430000,23630.383333330003
1737202435000,20164.08333333
1737202440000,18888.78333333
1737202445000,20656.91666666
1737202450000,21328.91666666
1737202455000,26871.41666666
1737202460000,31062.21666666
1737202465000,33684.01666666
1737202470000,33004.483333330005
1737202475000,35001.15
1737202480000,38394.25
1737202485000,35223.41666666
1737202490000,34436.16666666
1737202495000,38509.733333330005
1737202500000,37459.51666666
1737202505000,35403.61666666
1737202510000,30270.48333333
1737202515000,24857.183333330002
1737202520000,23072.86666666
1737202525000,24149.36666666
1737202530000,25749.48333333
1737202535000,28655.46666666
1737202540000,29166.78333333
1737202545000,32662.083333330003
1737202550000,35683.68333333
1737202555000,36091.43333333
1737202560000,37851.5
1737202565000,40859.233333330005
1737202570000,40859.233333330005
1737202575000,40239.31666666
1737202580000,37832.83333333
1737202585000,
