,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737513435000,0.0
1737513440000,0.0
1737513445000,0.0
1737513450000,129.6
1737513455000,477.9666666666
1737513460000,480.45
1737513465000,6945.91666666
1737513470000,11259.7
1737513475000,17450.3
1737513480000,22156.95
1737513485000,25722.5
1737513490000,27178.61666666
1737513495000,27453.85
1737513500000,40425.43333333
1737513505000,41701.06666666
1737513510000,41571.466666659995
1737513515000,49205.33333333
1737513520000,49202.85
1737513525000,45255.466666659995
1737513530000,45002.75
1737513535000,38812.15
1737513540000,39824.216666659995
1737513545000,36258.66666666
1737513550000,36197.31666666
1737513555000,37294.45
1737513560000,32431.95
1737513565000,39017.68333333
1737513570000,45019.4
1737513575000,41856.66666666
1737513580000,42308.983333330005
1737513585000,44242.85
1737513590000,41982.91666666
1737513595000,42584.91666666
1737513600000,41538.08333333
1737513605000,41538.08333333
1737513610000,45910.43333333
1737513615000,44538.06666666
1737513620000,37690.35
1737513625000,32759.7
1737513630000,34602.33333333
1737513635000,35703.86666666
1737513640000,41060.1
1737513645000,42812.68333333
1737513650000,41011.55
1737513655000,45964.36666666
1737513660000,41292.483333330005
1737513665000,47270.4
1737513670000,41660.93333333
1737513675000,
