Timestamp,flink_jobmanager_job_lastCheckpointSize
0,-1.0
5,-1.0
10,5729120.0
15,18926753.0
20,30330261.0
25,42918432.0
30,42918432.0
35,63811510.0
40,22071991.0
45,33199313.0
50,42102220.0
55,25033346.0
60,42741199.0
65,65544739.0
70,80484605.0
75,53440840.0
80,71801988.0
85,83429373.0
90,60331754.0
95,60331754.0
100,96046138.0
105,35641055.0
110,50175468.0
115,70124603.0
120,19408914.0
125,35663175.0
130,51584492.0
135,18145846.0
140,28370432.0
145,39579006.0
150,22407353.0
155,41507029.0
160,60374082.0
165,37763200.0
170,62877027.0
175,80139763.0
180,88041827.0
185,22292436.0
190,42598351.0
195,53833747.0
200,23228096.0
205,42138641.0
210,63564441.0
215,34603151.0
220,56964539.0
225,78030515.0
230,44454818.0
235,67572543.0
240,82119401.0
245,78945718.0
250,38130974.0
255,52816260.0
260,56648235.0
265,19287923.0
270,57716587.0
275,71288088.0
280,33730741.0
285,50469928.0
290,74910548.0
295,46102420.0
300,66037959.0
305,92117283.0
310,
335,-1.0
340,-1.0
345,20940779.0
350,40281937.0
355,40310445.0
360,25062589.0
365,55330136.0
370,55850843.0
375,24633081.0
380,42478271.0
385,60645155.0
390,31625769.0
395,50461629.0
400,66277794.0
405,71712997.0
410,54123428.0
415,77179415.0
420,95891111.0
425,42791020.0
430,98261405.0
435,119757176.0
440,47132398.0
445,73066249.0
450,101980161.0
455,37608201.0
460,66008888.0
465,91810113.0
470,46853381.0
475,71403133.0
480,99459094.0
485,121340698.0
490,80236364.0
495,107359512.0
500,130233971.0
505,92900809.0
510,92900809.0
515,165915448.0
520,44284549.0
525,71172866.0
530,100229004.0
535,48413405.0
540,73747431.0
545,102250927.0
550,62484481.0
555,90004518.0
560,119361386.0
565,143202948.0
570,93571269.0
575,136259051.0
580,149831221.0
585,24560788.0
590,66231577.0
595,71938621.0
600,40716676.0
605,68143610.0
610,101241875.0
615,50302142.0
620,79002960.0
625,106704777.0
630,44105273.0
635,72988573.0
640,101028605.0
645,124108857.0
650,
675,-1.0
680,-1.0
685,-1.0
690,17617473.0
695,28309384.0
700,34551428.0
705,54553930.0
710,93603925.0
715,51552787.0
720,77802678.0
725,102027627.0
730,48007864.0
735,81891650.0
740,113229071.0
745,141884550.0
750,85284078.0
755,116097425.0
760,139567223.0
765,67788220.0
770,130317304.0
775,159011481.0
780,82698483.0
785,121021586.0
790,182158318.0
795,48362540.0
800,81232427.0
805,111140697.0
810,72544845.0
815,107053575.0
820,140328427.0
825,163953121.0
830,122083404.0
835,155645361.0
840,194251611.0
845,118854591.0
850,153410497.0
855,259356805.0
860,44040936.0
865,66681863.0
870,112751041.0
875,50424122.0
880,79458268.0
885,115553958.0
890,70915422.0
895,101710008.0
900,136188406.0
905,165557531.0
910,128239491.0
915,158177122.0
920,189815183.0
925,151149195.0
930,190810847.0
935,245350542.0
940,52567008.0
945,85560449.0
950,139771667.0
955,71590109.0
960,101448089.0
965,134951711.0
970,84246201.0
975,115109983.0
980,146454053.0
985,177701403.0
990,55852.0
995,
1020,-1.0
1025,-1.0
1030,15186047.0
1035,44063610.0
1040,39780819.0
1045,61652349.0
1050,83511150.0
1055,35447853.0
1060,54200868.0
1065,87321294.0
1070,104017719.0
1075,87111692.0
1080,119291079.0
1085,129561707.0
1090,74841393.0
1095,107794369.0
1100,123451403.0
1105,45313502.0
1110,76452507.0
1115,115857069.0
1120,36952021.0
1125,66172025.0
1130,112345672.0
1135,23761332.0
1140,41717420.0
1145,61133887.0
1150,24973635.0
1155,44020388.0
1160,62238330.0
1165,62850194.0
1170,34310227.0
1175,91867401.0
1180,104611574.0
1185,49152891.0
1190,84875934.0
1195,130812612.0
1200,54134214.0
1205,99042726.0
1210,123881137.0
1215,25711656.0
1220,46399895.0
1225,70983008.0
1230,80591458.0
1235,46902460.0
1240,65095225.0
1245,61592068.0
1250,29347852.0
1255,74204499.0
1260,75032978.0
1265,31151035.0
1270,70426386.0
1275,117357598.0
1280,34572086.0
1285,56856588.0
1290,76069465.0
1295,26823198.0
1300,45920347.0
1305,66551172.0
1310,65253810.0
1315,71827462.0
1320,106125503.0
1325,106125503.0
1330,106125503.0
1335,
