,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737522675000,0.0
1737522680000,0.0
1737522685000,0.0
1737522690000,85.8166666666
1737522695000,437.6166666666
1737522700000,585.6333333333
1737522705000,6845.6
1737522710000,9491.43333333
1737522715000,16650.63333333
1737522720000,19827.43333333
1737522725000,23470.16666666
1737522730000,26491.25
1737522735000,38989.65
1737522740000,38989.65
1737522745000,38989.65
1737522750000,49986.483333330005
1737522755000,49634.68333333
1737522760000,49486.66666666001
1737522765000,47051.9
1737522770000,47543.38333333
1737522775000,40384.18333333
1737522780000,43193.35
1737522785000,39550.61666666
1737522790000,37789.58333333
1737522795000,25291.183333330002
1737522800000,30657.3
1737522805000,38581.63333333
1737522810000,33509.233333330005
1737522815000,39680.716666659995
1737522820000,45444.78333333
1737522825000,41619.58333333
1737522830000,43918.18333333
1737522835000,43918.18333333
1737522840000,39989.61666666
1737522845000,43808.31666666
1737522850000,42548.26666666
1737522855000,44119.83333333
1737522860000,38753.716666659995
1737522865000,36988.78333333
1737522870000,39874.55
1737522875000,39901.716666659995
1737522880000,39513.45
1737522885000,42743.4
1737522890000,40000.13333333
1737522895000,40311.216666659995
1737522900000,43475.68333333
1737522905000,39656.983333330005
1737522910000,45708.41666666
1737522915000,
