,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737487025000,0.0
1737487030000,0.0
1737487035000,0.0
1737487040000,21.9
1737487045000,386.8833333333
1737487050000,582.3333333333
1737487055000,1585.4333333332997
1737487060000,6678.05
1737487065000,7920.33333333
1737487070000,14840.16666666
1737487075000,15551.533333329999
1737487080000,16198.2
1737487085000,21610.68333333
1737487090000,24549.16666666
1737487095000,24549.16666666
1737487100000,24527.266666659998
1737487105000,27074.95
1737487110000,29981.833333330003
1737487115000,28978.73333333
1737487120000,23928.86666666
1737487125000,27131.53333333
1737487130000,21606.816666659997
1737487135000,20895.45
1737487140000,21959.38333333
1737487145000,22169.53333333
1737487150000,23412.73333333
1737487155000,26807.46666666
1737487160000,27296.45
1737487165000,29664.36666666
1737487170000,26562.03333333
1737487175000,28079.9
1737487180000,32237.883333330003
1737487185000,27792.933333330002
1737487190000,29530.183333330002
1737487195000,32318.433333330002
1737487200000,30998.183333330002
1737487205000,30439.016666659998
1737487210000,26485.16666666
1737487215000,23482.316666659997
1737487220000,25472.816666659997
1737487225000,25106.133333330003
1737487230000,28920.583333330003
1737487235000,30383.833333330003
1737487240000,26534.28333333
1737487245000,31674.05
1737487250000,29181.73333333
1737487255000,27058.61666666
1737487260000,31796.9
1737487265000,26733.433333330002
1737487270000,
