,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1736780270000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,2871000.0,598.0,,,1290000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780275000,10.0,19.0,,,1.0,0.0,0.0,10.0,1.0,,,0.0,10.0,10.0,18.0,827.0,,,12.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780280000,9.0,20.0,,,1.0,0.0,0.0,10.0,1.0,,,0.0,10.0,9.0,2304000.0,6538.0,,,4.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780285000,9.0,18.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,2304000.0,1068.0,,,1178.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780290000,10.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,10.0,10.0,14.0,518.0,,,1017.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780295000,9.0,20.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,2727000.0,693.0,,,31334.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780300000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,29.0,1121.0,,,2024000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780305000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,13545000.0,1189.0,,,52.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780310000,10.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,10.0,10.0,215.0,793.0,,,233.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780315000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,48645000.0,1267.0,,,1012.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780320000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,229.0,528.0,,,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780325000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,69768000.0,2408.0,,,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780330000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,6264000.0,2408.0,,,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780335000,9.0,20.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,13.0,680.0,,,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780340000,10.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,10.0,10.0,16.0,828.0,,,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780345000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,43.0,1269.0,,,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780350000,9.0,20.0,,,0.0,0.0,0.0,11.0,0.0,,,0.0,10.0,9.0,2304000.0,852.0,,,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780355000,9.0,20.0,,,0.0,0.0,0.0,11.0,0.0,,,0.0,10.0,9.0,2304000.0,852.0,,,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780360000,9.0,20.0,,,0.0,0.0,0.0,11.0,0.0,,,0.0,10.0,9.0,2304000.0,852.0,,,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780365000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,1.0,9.0,5481000.0,182120000.0,,,590.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780370000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,69.0,1640.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780375000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,24462000.0,1299.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780380000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,5715000.0,987.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780385000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,8.0,532.0,,,1870.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780390000,10.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,10.0,10.0,41.0,1011.0,,,1078.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780395000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,8.0,74880000.0,207780000.0,,,642.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780400000,9.0,21.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,745.0,1898.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780405000,5.0,21.0,,,0.0,0.0,0.0,11.0,0.0,,,0.0,9.0,5.0,1111.0,6715.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780410000,9.0,20.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,266823000.0,1353.0,,,815.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780415000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,1267.0,1861.0,,,984.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780420000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,29853000.0,172900000.0,,,998.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780425000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,2394000.0,172900000.0,,,999.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780430000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,2304000.0,172900000.0,,,999.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780435000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,2304000.0,172900000.0,,,999.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780440000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,2304000.0,172900000.0,,,999.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780445000,10.0,20.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,11.0,10.0,2560000.0,129213.0,,,999.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780450000,10.0,20.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,11.0,10.0,2560000.0,129213.0,,,999.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780455000,0.0,4.0,,,0.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,1.0,287.0,,,7291.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780460000,,,,,,,,,,,,,,,,,,,,,
1736780490000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780495000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780500000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780505000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780510000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780515000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780520000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780525000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,4889000.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780530000,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,6169.0,,5748.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780535000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2970000.0,9858000.0,256000.0,,32378.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780540000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,294000.0,889000.0,256000.0,,4060.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780545000,10.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,10.0,10.0,341.0,2394.0,583.0,,812.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780550000,9.0,20.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,40.0,845.0,263.0,,964.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780555000,9.0,19.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,5580000.0,2255.0,22314000.0,,990.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780560000,9.0,20.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,4977000.0,4848.0,21956000.0,,345.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780565000,9.0,20.0,8.0,,0.0,0.0,0.0,13.0,0.0,0.0,,0.0,10.0,9.0,9459000.0,1534.0,611.0,,931.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780570000,9.0,20.0,0.0,,0.0,0.0,0.0,13.0,0.0,0.0,,0.0,10.0,9.0,2304000.0,1534.0,4382000.0,,993.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780575000,9.0,18.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,34.0,734.0,80.0,,378.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780580000,8.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,10.0,9.0,102.0,1193.0,202.0,,1208.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780585000,10.0,19.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,10.0,10.0,33201000.0,1460.0,2749.0,,1067.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780590000,9.0,20.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,10.0,8.0,803.0,924.0,803.0,,1025.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780595000,9.0,19.0,19.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,9.0,52767000.0,1538.0,122.0,,1002.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780600000,9.0,18.0,0.0,,0.0,0.0,0.0,13.0,0.0,0.0,,0.0,9.0,9.0,34.0,409.0,121.0,,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780605000,9.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,245.0,1806.0,648.0,,775.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780610000,9.0,18.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,1081.0,1949.0,673.0,,6798.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780615000,9.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,173628000.0,125160000.0,401.0,,790.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780620000,9.0,18.0,6.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,559.0,1110.0,639.0,,803.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780625000,10.0,18.0,19.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,10.0,171912000.0,891.0,492.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780630000,10.0,18.0,19.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,10.0,19410000.0,891.0,492.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780635000,10.0,18.0,19.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,10.0,2560000.0,891.0,492.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780640000,9.0,21.0,0.0,,0.0,0.0,0.0,13.0,0.0,0.0,,0.0,9.0,9.0,2304000.0,891.0,22429000.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780645000,9.0,18.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,2484000.0,771.0,53.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780650000,9.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,30.0,1215.0,95.0,,1359.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780655000,9.0,20.0,3.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,50778000.0,552.0,917.0,,1032.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780660000,9.0,16.0,20.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,9.0,172440000.0,1663.0,2211.0,,555.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780665000,10.0,19.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,10.0,24670000.0,1663.0,12041000.0,,555.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780670000,9.0,20.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,62451000.0,1266507.0,26823000.0,,1097.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780675000,9.0,20.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,415.0,995.0,29647000.0,,3839.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780680000,5.0,18.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,5.0,651.0,1282.0,205.0,,730.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780685000,9.0,19.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,1690.0,1854.0,463328.0,,699.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780690000,10.0,19.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,10.0,10.0,670.0,788.0,378.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780695000,9.0,18.0,19.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,10.0,9.0,197604000.0,592.0,1353.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780700000,9.0,18.0,19.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,10.0,9.0,19728000.0,592.0,1353.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780705000,9.0,19.0,15.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,13.0,150451000.0,1852.0,,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780710000,9.0,19.0,15.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,2304000.0,150451000.0,1852.0,,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780715000,9.0,19.0,15.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,2304000.0,150451000.0,1852.0,,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780720000,9.0,19.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,2304000.0,150451000.0,146.0,,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780725000,5.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,5.0,8.0,1683.0,231.0,,1035.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780730000,1.0,17.0,0.0,,0.0,0.0,0.0,8.0,0.0,0.0,,0.0,9.0,1.0,0.0,1863.0,982.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780735000,7.0,18.0,17.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,7.0,245.0,220248000.0,3994.0,,1822.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780740000,0.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1684.0,587.0,345.0,,1073.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780745000,0.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1052.0,587.0,345.0,,1005.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780750000,,,,,,,,,,,,,,,,,,,,,
1736780780000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780785000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780790000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780795000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780805000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780810000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19864000.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780815000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1623000.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780820000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,256000.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780825000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10894000.0,14713000.0,256000.0,19867000.0,2404.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780830000,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,281.0,97.0,1649000.0,589.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780835000,9.0,13.0,0.0,18.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,9.0,8.0,1079.0,570.0,61.0,1206.0,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780840000,9.0,7.0,9.0,18.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,9.0,9.0,149319000.0,485.0,243.0,1193.0,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780845000,9.0,2.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,13473000.0,15510000.0,5872000.0,678.0,714.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780850000,9.0,3.0,0.0,18.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,9.0,66.0,1307.0,37.0,2672.0,819.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780855000,9.0,2.0,7.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,7.0,7.0,71.0,336.0,387.0,696.0,819.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780860000,4.0,15.0,8.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,7.0,152.0,897263.0,1358.0,262.0,827.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780865000,9.0,16.0,20.0,21.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,9.0,9.0,108369000.0,1511.0,1586.0,290.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780870000,9.0,2.0,0.0,21.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,30798000.0,21876000.0,26823000.0,290.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780875000,9.0,2.0,0.0,21.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,2475000.0,1787000.0,2423000.0,290.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780880000,9.0,17.0,0.0,18.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,34.0,212.0,24.0,238966000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780885000,8.0,2.0,0.0,19.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,8.0,211.0,342.0,333.0,1732.0,819.0,-9.223372036854775e+18,-9.223372036854775e+18
