Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
425,3263.4166666666,3093.0,,1000.0,581.0,,799.0,721.0,10429435.0,3281.0,2
430,2993.35,2862.6833333333,,1000.0,569.0,,827.0,927.0,10429435.0,3281.0,2
435,2857.3666666666,3018.2333333333004,,1000.0,576.0,,1000.0,994.0,19424608.0,23259.0,2
440,2993.0333333333,3217.1166666666,,1000.0,576.0,,1000.0,992.0,20824085.0,5499.0,2
445,3357.9,3771.68333333,,1000.0,611.0,,1000.0,965.0,6841991.0,2897.0,2
450,3724.6,3554.95,,1000.0,636.0,,1000.0,925.0,6841991.0,2897.0,2
455,3544.21666667,3623.11666667,,1000.0,635.0,,1000.0,961.0,10160127.0,8241.0,2
460,3597.2,3493.05,,1000.0,619.0,,1000.0,966.0,12199004.0,4502.0,2
465,3510.53333333,3649.4166666700003,,1000.0,647.0,,1000.0,973.0,10829779.0,4222.0,2
470,3667.68333333,3797.38333333,,1000.0,620.0,,1000.0,972.0,12322866.0,4289.0,2
475,3960.28333333,4354.48333333,,1000.0,575.0,,1000.0,966.0,14777595.0,4015.0,2
480,4525.66666667,4788.51666667,,1000.0,557.0,,1000.0,927.0,16745216.0,4617.0,2
485,4825.06666667,4750.93333333,,1000.0,557.0,,1000.0,899.0,16745216.0,4617.0,2
490,4825.06666667,4914.18333333,,1000.0,631.0,,1000.0,723.0,16745216.0,4617.0,2
495,4974.46666667,4542.6,,1000.0,688.0,,839.0,778.0,19164104.0,11874.0,2
500,4495.76666667,4122.5,,1000.0,745.0,,867.0,816.0,19164104.0,11874.0,2
505,4013.8,3505.51666667,,1000.0,745.0,,897.0,848.0,19164104.0,11874.0,2
510,3479.6,3620.95,,1000.0,735.0,,1000.0,889.0,19164104.0,11874.0,2
515,3837.28333333,3619.26666667,,1000.0,736.0,,1000.0,1000.0,27847041.0,19562.0,2
520,3622.56666667,3694.0,,1000.0,731.0,,1000.0,1000.0,30134039.0,7058.0,2
525,3873.93333333,3421.28333333,,1000.0,759.0,,1000.0,1000.0,30134039.0,7058.0,2
530,3282.3333333333003,2724.4333333333,,1000.0,804.0,,1000.0,1000.0,30134039.0,7058.0,2
535,,,,,,,,,,,0
565,0.0,0.0,0.0,,,,0.0,0.0,-1.0,-1.0,3
570,0.0,0.0,0.0,,,,0.0,0.0,-1.0,-1.0,3
575,0.0,0.0,0.0,,,,0.0,0.0,-1.0,-1.0,3
580,0.0,0.0,0.0,,,,0.0,0.0,-1.0,-1.0,3
585,0.0,0.0,0.0,,,,0.0,0.0,-1.0,-1.0,3
590,0.0,0.0,0.0,,,,0.0,0.0,-1.0,-1.0,3
595,0.0,0.0,0.0,,1000.0,,0.0,0.0,-1.0,-1.0,3
600,0.0,0.0,0.0,,938.0,,0.0,0.0,-1.0,-1.0,3
605,0.0,0.0,0.0,,820.0,1000.0,0.0,0.0,-1.0,-1.0,3
610,0.0,0.0,0.0,995.0,726.0,1000.0,0.0,0.0,-1.0,-1.0,3
615,0.0,0.0,0.0,896.0,651.0,955.0,0.0,0.0,62383.0,491.0,3
620,78.0166666666,16.983333333333,2.766666666666,890.0,602.0,871.0,5.0,0.0,62383.0,491.0,3
625,316.85,196.0333333333,103.2333333333,875.0,571.0,855.0,43.0,30.0,567720.0,5723.0,3
630,337.0666666666,323.1166666666,302.4833333333,872.0,523.0,867.0,125.0,111.0,567720.0,5723.0,3
635,415.5666666666,358.9,322.9,797.0,463.0,867.0,213.0,253.0,2426534.0,11512.0,3
640,721.45,504.55,406.4,758.0,390.0,867.0,284.0,320.0,3738851.0,3309.0,3
645,1198.5,911.9666666666,742.85,749.0,351.0,867.0,319.0,349.0,5372841.0,2214.0,3
650,1778.0333333332999,1624.4333333333,1398.4166666666,749.0,321.0,859.0,354.0,367.0,7738293.0,3127.0,3
655,1885.3,1739.8833333333,1735.4333333333,749.0,305.0,847.0,445.0,455.0,7738293.0,3127.0,3
660,2040.2833333332999,2005.0333333332999,1735.4333333333,675.0,299.0,847.0,527.0,536.0,7738293.0,3127.0,3
665,2277.9,2005.0333333332999,1735.4333333333,626.0,298.0,847.0,671.0,672.0,12267845.0,16914.0,3
670,2648.0166666666,2380.6833333333,2098.8666666666,624.0,339.0,847.0,715.0,710.0,15825326.0,5886.0,3
675,3122.5166666666,2777.5166666666,2469.6333333333,665.0,364.0,881.0,777.0,760.0,10690328.0,3810.0,3
680,3499.93333333,3196.3166666665998,3023.0333333333,680.0,393.0,954.0,812.0,785.0,13332674.0,3810.0,3
685,3691.95,3539.56666667,3525.28333333,703.0,410.0,970.0,801.0,798.0,16442935.0,5041.0,3
690,3671.73333333,3620.05,3625.15,706.0,431.0,938.0,803.0,800.0,16442935.0,5041.0,3
695,3787.0833333299997,3636.93333333,3604.73333333,781.0,492.0,938.0,863.0,810.0,21869752.0,12443.0,3
700,3583.35,3728.2,3814.8333333299997,820.0,532.0,936.0,863.0,810.0,21869752.0,12443.0,3
705,3106.3,3320.7833333333,3478.38333333,830.0,571.0,936.0,911.0,865.0,21869752.0,12443.0,3
710,2534.6166666666,2608.3166666665998,2822.8166666665998,830.0,602.0,944.0,1000.0,930.0,21869752.0,12443.0,3
715,2721.5166666666,2501.9,2493.7833333333,830.0,618.0,956.0,1000.0,1000.0,19650580.0,17914.0,3
720,2849.1333333333,2682.9833333333004,2826.4166666666,904.0,611.0,942.0,1000.0,1000.0,22772629.0,3374.0,3
725,2977.7833333333,3044.2833333333,3224.1833333333,952.0,639.0,897.0,949.0,1000.0,26780233.0,4025.0,3
730,3014.3333333333003,2973.3333333333003,3200.3833333333,958.0,650.0,850.0,953.0,992.0,6761320.0,2539.0,3
735,2642.1,2779.8833333333,3071.05,999.0,700.0,827.0,975.0,1000.0,10914818.0,7441.0,3
740,2736.6166666666,2752.95,2768.4166666666,1000.0,716.0,804.0,964.0,1000.0,13007250.0,2683.0,3
745,2745.2,2714.4,2683.2333333333004,1000.0,734.0,790.0,972.0,1000.0,9406545.0,2921.0,3
750,3280.35,2945.05,2852.9,1000.0,715.0,783.0,921.0,1000.0,11578937.0,3902.0,3
755,3272.85,3345.68333333,3285.2,1000.0,684.0,738.0,832.0,912.0,14136287.0,2988.0,3
760,3264.1666666666,3108.7666666666,3097.5833333333003,1000.0,717.0,740.0,890.0,972.0,14136287.0,2988.0,3
765,3564.98333333,3423.8333333299997,3299.3833333333,1000.0,709.0,740.0,866.0,928.0,19835949.0,11255.0,3
770,3557.13333333,3487.13333333,3486.68333333,1000.0,705.0,734.0,722.0,928.0,19835949.0,11255.0,3
775,3361.5,3478.1,3478.7,1000.0,705.0,734.0,825.0,822.0,16851939.0,12154.0,3
780,3567.3,3437.88333333,3390.11666667,1000.0,726.0,727.0,810.0,810.0,18531991.0,3566.0,3
785,3591.75,3489.73333333,3449.48333333,1000.0,740.0,725.0,826.0,813.0,21030622.0,4560.0,3
790,3528.63333333,3483.03333333,3468.55,1000.0,719.0,725.0,813.0,834.0,23218875.0,4566.0,3
795,3516.96666667,3571.4166666700003,3537.88333333,1000.0,694.0,703.0,797.0,828.0,8344468.0,2881.0,3
800,3423.36666667,3320.55,3395.56666667,1000.0,708.0,724.0,869.0,899.0,12946508.0,7448.0,3
805,3405.9,3362.85,3353.5,1000.0,705.0,711.0,853.0,888.0,15491063.0,2903.0,3
810,,,,,,,,,17740507.0,3887.0,0
270,,,,,,,,,-1.0,,0
815,,,,,,,,,,,0
560,,,,,,,,,,-1.0,0
