,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737201700000,1000.0
1737201705000,829.0
1737201710000,915.0
1737201715000,933.0
1737201720000,950.0
1737201725000,960.0
1737201730000,967.0
1737201735000,972.0
1737201740000,975.0
1737201745000,978.0
1737201750000,980.0
1737201755000,982.0
1737201760000,984.0
1737201765000,998.0
1737201770000,998.0
1737201775000,1000.0
1737201780000,1000.0
1737201785000,1000.0
1737201790000,1000.0
1737201795000,1000.0
1737201800000,1000.0
1737201805000,1000.0
1737201810000,1000.0
1737201815000,1000.0
1737201820000,1000.0
1737201825000,1000.0
1737201830000,1000.0
1737201835000,1000.0
1737201840000,1000.0
1737201845000,1000.0
1737201850000,1000.0
1737201855000,1000.0
1737201860000,1000.0
1737201865000,1000.0
1737201870000,1000.0
1737201875000,1000.0
1737201880000,1000.0
1737201885000,1000.0
1737201890000,1000.0
1737201895000,1000.0
1737201900000,1000.0
1737201905000,1000.0
1737201910000,1000.0
1737201915000,1000.0
1737201920000,1000.0
1737201925000,1000.0
1737201930000,1000.0
1737201935000,1000.0
1737201940000,
