,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1708181260000,33993.733333330005,34207.13333333,,
1708181265000,34928.53333333,35018.15,,
1708181270000,37223.983333330005,37411.733333330005,,
1708181275000,38380.966666659995,38570.05,,
1708181280000,38380.966666659995,38570.05,,
1708181285000,37960.83333333,38147.93333333,,
1708181290000,37960.83333333,38147.93333333,,
1708181295000,38466.05,38490.58333333,,
1708181300000,39722.4,40004.466666659995,,
1708181305000,39482.25,39592.2,,
1708181310000,40140.983333330005,40044.83333333,,
1708181315000,40099.983333330005,40289.6,,
1708181320000,40126.95,40257.6,,
1708181325000,39106.0,39361.2,,
1708181330000,40638.466666659995,40842.88333333,,
1708181335000,38850.53333333,38994.78333333,,
1708181340000,40638.33333333,40837.25,,
1708181345000,39219.01666666,39426.63333333,,
1708181350000,39219.01666666,39426.63333333,,
1708181355000,40738.68333333,40834.483333330005,,
1708181360000,42076.36666666,42192.16666666,,
1708181365000,40176.1,40472.78333333,,
1708181370000,41623.8,41930.01666666,,
1708181375000,41659.466666659995,42003.16666666,,
1708181380000,42300.91666666,42442.18333333,,
1708181385000,42935.36666666,43258.55,,
1708181390000,42270.966666659995,42477.7,,
1708181395000,41580.18333333,41775.85,,
1708181400000,42190.86666666,42407.11666666,,
1708181405000,41708.4,41939.16666666,,
1708181410000,42011.58333333,42203.05,,
1708181415000,41052.55,41286.85,,
1708181420000,39943.68333333,40160.26666666,,
1708181425000,41096.95,41228.233333330005,,
1708181430000,40612.966666659995,40761.45,,
1708181435000,40463.01666666,40600.233333330005,,
1708181440000,39724.81666666,39932.03333333,,
1708181445000,39346.4,39471.03333333,,
1708181450000,39918.8,40080.983333330005,,
1708181455000,43951.45,44235.966666659995,,
1708181460000,41552.966666659995,41762.233333330005,,
1708181465000,44605.85,44802.716666659995,,
1708181470000,44302.66666666,44538.83333333,,
1708181475000,43342.983333330005,43548.93333333,,
1708181480000,38933.56666666,38840.1,,
1708181485000,38238.75,38422.966666659995,,
1708181490000,38476.33333333,38621.28333333,,
1708181495000,38024.7,38127.95,,
1708181500000,38497.716666659995,38698.08333333,,
1708181505000,37967.86666666,38100.51666666,,
1708181510000,37938.3,38283.9,,
1708181515000,38040.91666666,38179.95,,
1708181520000,43597.86666666,43840.716666659995,,
1708181525000,42486.55,42701.88333333,,
1708181530000,42486.55,42701.88333333,,
1708181535000,,42720.13333333,,
1708181540000,,,,
1708181585000,0.0,0.0,0.0,
1708181590000,2.083333333333,0.0,0.0,
1708181595000,1067.5,113.6833333333,128.7833333333,
1708181600000,2557.4666666666,1235.8166666666,1135.75,
1708181605000,6088.1,2789.4666666666,2608.7833333332997,
1708181610000,9958.25,6392.2,5983.21666667,
1708181615000,13299.08333333,10306.31666666,9719.18333333,
1708181620000,14793.45,13830.383333329999,13120.516666659998,
1708181625000,18435.85,15254.2,14411.4,
1708181630000,21871.58333333,18991.066666659997,17964.28333333,
1708181635000,25174.73333333,22506.983333329998,21347.61666666,
1708181640000,29000.766666659998,25735.383333330003,24550.66666666,
1708181645000,29000.766666659998,29614.91666666,28183.6,
1708181650000,32851.7,29864.133333330003,28419.883333330003,
1708181655000,35580.11666666,33590.38333333,31924.95,
1708181660000,37597.1,36205.26666666,34474.7,
1708181665000,37756.216666659995,38374.83333333,36458.58333333,
1708181670000,38580.86666666,38625.983333330005,36858.38333333,
1708181675000,39675.966666659995,39395.85,37523.88333333,
1708181680000,40241.88333333,40161.61666666,38471.966666659995,
1708181685000,41018.7,40956.66666666,39315.233333330005,
1708181690000,39966.7,41979.3,40057.95,
1708181695000,38107.233333330005,40647.483333330005,38756.33333333,
1708181700000,34899.85,39051.733333330005,37043.4,
1708181705000,35355.86666666,35647.0,33925.3,
1708181710000,32656.6,35885.13333333,34154.11666666,
1708181715000,32302.683333330002,33293.2,31621.03333333,
1708181720000,32209.46666666,33145.5,31471.35,
1708181725000,32642.266666659998,32991.95,31502.28333333,
1708181730000,32551.16666666,33251.68333333,31487.05,
1708181735000,31626.75,33181.05,31622.766666659998,
1708181740000,32460.816666659997,32560.683333330002,30700.6,
1708181745000,32189.266666659998,33299.03333333,31343.083333330003,
1708181750000,33156.966666659995,32785.28333333,31118.46666666,
1708181755000,34813.81666666,34016.6,32304.1,
1708181760000,35156.55,35571.7,33853.733333330005,
1708181765000,35477.28333333,36022.55,34407.83333333,
1708181770000,37421.45,36208.26666666,34465.216666659995,
1708181775000,37592.76666666,38250.01666666,36403.18333333,
1708181780000,37771.05,38220.26666666,36476.81666666,
1708181785000,37859.43333333,38430.9,36482.11666666,
1708181790000,37711.93333333,38656.86666666,36861.03333333,
1708181795000,38407.56666666,38570.53333333,36622.4,
1708181800000,37728.31666666,39240.68333333,37355.5,
1708181805000,38060.86666666,38496.733333330005,36663.86666666,
1708181810000,38835.3,38831.83333333,36927.68333333,
1708181815000,37840.7,39645.0,37797.76666666,
1708181820000,37694.91666666,38482.35,36687.26666666,
1708181825000,37117.31666666,38423.06666666,36440.35,
1708181830000,37864.68333333,37957.16666666,36081.05,
1708181835000,37816.81666666,38665.76666666,36777.983333330005,
1708181840000,37602.3,38634.93333333,36755.08333333,
1708181845000,37689.88333333,38437.83333333,36566.85,
1708181850000,36833.16666666,38478.01666666,36606.8,
1708181855000,36885.4,37606.03333333,35803.31666666,
1708181860000,36855.53333333,37629.68333333,35836.06666666,
1708181865000,36635.35,37649.28333333,35786.9,
1708181870000,36856.58333333,37287.63333333,35607.35,
1708181875000,37773.78333333,37528.61666666,35697.5,
1708181880000,38426.483333330005,38722.2,36770.7,
1708181885000,38870.08333333,39213.58333333,37314.9,
1708181890000,37484.76666666,39653.68333333,37773.63333333,
1708181895000,37903.25,38270.51666666,36426.75,
1708181900000,37848.35,38712.63333333,36836.6,
1708181905000,37795.716666659995,38632.31666666,36747.91666666,
1708181910000,38039.733333330005,38570.43333333,36759.83333333,
1708181915000,38237.13333333,38956.88333333,37157.61666666,
1708181920000,38253.56666666,38937.63333333,37282.63333333,
1708181925000,38108.85,39192.7,37442.06666666,
1708181930000,37214.81666666,39051.83333333,37065.65,
1708181935000,37711.56666666,38118.26666666,36212.45,
1708181940000,39028.65,38622.08333333,36834.2,
1708181945000,38385.9,39859.58333333,37938.5,
1708181950000,38794.55,39279.716666659995,37316.58333333,
1708181955000,38638.45,39650.38333333,37767.33333333,
1708181960000,39776.716666659995,39564.53333333,37595.55,
1708181965000,38389.5,40499.233333330005,38673.216666659995,
1708181970000,39421.983333330005,39203.06666666,37233.31666666,
1708181975000,39570.65,40130.6,38080.86666666,
1708181980000,38277.83333333,40502.05,38262.16666666,
1708181985000,,,,
1708182030000,,0.0,0.0,0.0
1708182035000,0.0,0.0,0.0,0.0
1708182040000,1.566666666666,1.266666666666,1.916666666666,1.516666666666
1708182045000,166.4166666666,257.9,258.5166666666,255.45
1708182050000,2261.1833333332997,2345.8666666666,2360.5,2317.9666666666
1708182055000,2261.1833333332997,5656.05,5691.7,5597.86666667
1708182060000,5552.71666667,8390.5,8447.75,8294.3
1708182065000,8136.66666666,10740.98333333,10803.91666666,10611.25
1708182070000,10544.0,14180.0,14267.4,14007.1
1708182075000,17089.65,17468.9,17575.05,17262.18333333
1708182080000,17089.65,20884.233333329998,21005.86666666,20638.18333333
1708182085000,20421.016666659998,22087.43333333,22223.733333329998,21826.83333333
1708182090000,21617.016666659998,23201.23333333,23341.66666666,22926.93333333
1708182095000,22604.13333333,26330.633333330003,26485.53333333,26015.883333330003
1708182100000,25898.3,29809.53333333,29987.85,29454.383333330003
1708182105000,29126.016666659998,32601.75,32799.0,32231.95
1708182110000,32182.53333333,33590.33333333,33792.95,33188.68333333
1708182115000,32901.81666666,34192.85,34401.88333333,33786.78333333
1708182120000,33640.1,32045.21666666,32227.133333330003,31660.133333330003
1708182125000,31672.183333330002,30307.91666666,30487.23333333,29946.46666666
1708182130000,29849.583333330003,28994.433333330002,29164.75,28657.11666666
1708182135000,28585.4,29382.433333330002,29557.5,29029.61666666
1708182140000,28940.016666659998,30166.766666659998,30350.8,29810.61666666
1708182145000,29598.48333333,30949.2,31138.96666666,30579.91666666
1708182150000,30583.2,32468.96666666,32666.61666666,32078.95
1708182155000,32137.433333330002,33292.86666666,33490.86666666,32910.8
1708182160000,32594.45,33530.06666666,33726.78333333,33128.05
1708182165000,33134.65,33579.25,33773.03333333,33148.13333333
1708182170000,32854.85,34640.53333333,34841.55,34233.65
1708182175000,34273.03333333,34394.233333330005,34576.93333333,33972.35
1708182180000,33873.53333333,35528.36666666,35743.36666666,35108.08333333
1708182185000,34956.216666659995,35318.716666659995,35538.65,34924.76666666
1708182190000,34789.88333333,34052.53333333,34252.86666666,33645.33333333
1708182195000,33503.33333333,34316.6,34539.03333333,33942.05
1708182200000,33685.26666666,33901.81666666,34101.76666666,33497.68333333
1708182205000,33487.93333333,33986.0,34175.76666666,33580.28333333
1708182210000,33450.41666666,34213.41666666,34421.38333333,33887.983333330005
1708182215000,33771.26666666,34162.5,34372.5,33754.716666659995
1708182220000,33692.06666666,34321.983333330005,34531.3,34001.08333333
1708182225000,33900.9,34373.13333333,34581.41666666,33978.56666666
1708182230000,34004.51666666,34284.81666666,34489.716666659995,33873.83333333
1708182235000,33674.25,34474.216666659995,34691.86666666,34066.53333333
1708182240000,33907.93333333,34989.88333333,35185.26666666,34568.9
1708182245000,34446.7,35148.11666666,35350.05,34707.483333330005
1708182250000,34570.43333333,36190.33333333,36416.15,35765.233333330005
1708182255000,35710.1,36374.66666666,36569.68333333,35915.966666659995
1708182260000,35904.18333333,36000.716666659995,36227.65,35617.65
1708182265000,35554.8,36337.733333330005,36552.58333333,35905.3
1708182270000,35763.05,36044.08333333,36239.35,35538.18333333
1708182275000,35433.35,36033.1,36232.3,35589.31666666
1708182280000,35419.2,35795.33333333,35994.31666666,35279.31666666
1708182285000,35117.0,35691.8,35899.11666666,35271.86666666
1708182290000,35067.06666666,35950.26666666,35947.7,35543.5
1708182295000,35271.63333333,36136.88333333,36351.85,35718.75
1708182300000,35525.466666659995,35689.55,35899.38333333,35263.01666666
1708182305000,35099.5,35723.966666659995,35935.88333333,35299.83333333
1708182310000,35143.35,35482.61666666,35685.483333330005,35071.0
1708182315000,34719.216666659995,35568.2,35787.58333333,35150.233333330005
1708182320000,35090.8,35506.38333333,35709.56666666,35059.61666666
1708182325000,34960.2,37098.05,37323.35,36662.88333333
1708182330000,36513.9,35469.16666666,35687.51666666,35046.5
1708182335000,34664.31666666,35473.91666666,35694.483333330005,35075.93333333
1708182340000,35000.08333333,35607.233333330005,35830.16666666,35193.35
1708182345000,35057.66666666,35579.06666666,35781.0,35158.1
1708182350000,35048.45,35162.233333330005,35570.6,34737.733333330005
1708182355000,34763.93333333,35280.716666659995,35492.11666666,34852.85
1708182360000,34746.966666659995,36155.3,36384.9,35734.61666666
1708182365000,35559.58333333,36145.38333333,36361.1,35717.86666666
1708182370000,35454.36666666,35278.233333330005,35484.966666659995,34845.86666666
1708182375000,34876.78333333,35220.68333333,35440.25,34874.01666666
1708182380000,34699.68333333,35021.5,35222.75,34603.78333333
1708182385000,34471.983333330005,35041.6,35248.66666666,34625.11666666
1708182390000,34486.35,35096.35,35304.31666666,34694.966666659995
1708182395000,34603.28333333,35031.966666659995,35236.83333333,34610.983333330005
1708182400000,34535.83333333,35214.86666666,35422.53333333,34813.8
1708182405000,34752.8,35411.65,35645.733333330005,34998.18333333
1708182410000,34847.03333333,35438.68333333,35667.78333333,35027.9
1708182415000,34838.3,35346.41666666,35563.466666659995,34949.9
1708182420000,34773.25,35452.45,35661.0,35030.75
