,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
1708181340000,1000.0,736.0,,
1708181345000,1000.0,744.0,,
1708181350000,1000.0,744.0,,
1708181355000,1000.0,726.0,,
1708181360000,1000.0,727.0,,
1708181365000,1000.0,725.0,,
1708181370000,1000.0,718.0,,
1708181375000,1000.0,715.0,,
1708181380000,1000.0,716.0,,
1708181385000,1000.0,737.0,,
1708181390000,1000.0,736.0,,
1708181395000,1000.0,748.0,,
1708181400000,1000.0,740.0,,
1708181405000,1000.0,743.0,,
1708181410000,1000.0,741.0,,
1708181415000,1000.0,750.0,,
1708181420000,1000.0,752.0,,
1708181425000,1000.0,735.0,,
1708181430000,1000.0,750.0,,
1708181435000,1000.0,746.0,,
1708181440000,1000.0,754.0,,
1708181445000,1000.0,749.0,,
1708181450000,1000.0,746.0,,
1708181455000,1000.0,723.0,,
1708181460000,1000.0,741.0,,
1708181465000,1000.0,718.0,,
1708181470000,1000.0,720.0,,
1708181475000,1000.0,723.0,,
1708181480000,999.0,750.0,,
1708181485000,995.0,772.0,,
1708181490000,995.0,753.0,,
1708181495000,995.0,741.0,,
1708181500000,995.0,727.0,,
1708181505000,995.0,730.0,,
1708181510000,995.0,744.0,,
1708181515000,995.0,751.0,,
1708181520000,995.0,735.0,,
1708181525000,995.0,755.0,,
1708181530000,995.0,755.0,,
1708181535000,,735.0,,
1708181540000,,,,
1708181585000,1000.0,1000.0,,
1708181590000,704.0,1000.0,1000.0,
1708181595000,852.0,516.0,321.0,
1708181600000,902.0,317.0,208.0,
1708181605000,926.0,341.0,230.0,
1708181610000,941.0,334.0,249.0,
1708181615000,951.0,347.0,273.0,
1708181620000,958.0,355.0,291.0,
1708181625000,963.0,379.0,354.0,
1708181630000,968.0,383.0,373.0,
1708181635000,971.0,378.0,367.0,
1708181640000,974.0,391.0,370.0,
1708181645000,976.0,398.0,372.0,
1708181650000,1000.0,441.0,415.0,
1708181655000,1000.0,437.0,424.0,
1708181660000,1000.0,462.0,445.0,
1708181665000,1000.0,480.0,468.0,
1708181670000,1000.0,496.0,480.0,
1708181675000,1000.0,502.0,484.0,
1708181680000,1000.0,514.0,493.0,
1708181685000,1000.0,514.0,474.0,
1708181690000,1000.0,522.0,468.0,
1708181695000,1000.0,555.0,500.0,
1708181700000,1000.0,543.0,495.0,
1708181705000,1000.0,582.0,539.0,
1708181710000,1000.0,566.0,515.0,
1708181715000,1000.0,585.0,527.0,
1708181720000,1000.0,583.0,530.0,
1708181725000,1000.0,581.0,534.0,
1708181730000,1000.0,572.0,534.0,
1708181735000,1000.0,572.0,536.0,
1708181740000,1000.0,574.0,532.0,
1708181745000,1000.0,573.0,532.0,
1708181750000,1000.0,570.0,531.0,
1708181755000,1000.0,544.0,504.0,
1708181760000,1000.0,554.0,507.0,
1708181765000,1000.0,544.0,494.0,
1708181770000,1000.0,555.0,513.0,
1708181775000,1000.0,538.0,514.0,
1708181780000,1000.0,550.0,525.0,
1708181785000,1000.0,550.0,516.0,
1708181790000,1000.0,562.0,515.0,
1708181795000,1000.0,561.0,516.0,
1708181800000,1000.0,553.0,516.0,
1708181805000,1000.0,559.0,516.0,
1708181810000,1000.0,561.0,517.0,
1708181815000,1000.0,565.0,522.0,
1708181820000,1000.0,585.0,551.0,
1708181825000,1000.0,556.0,515.0,
1708181830000,1000.0,568.0,530.0,
1708181835000,1000.0,565.0,516.0,
1708181840000,1000.0,562.0,517.0,
1708181845000,1000.0,562.0,514.0,
1708181850000,1000.0,557.0,514.0,
1708181855000,1000.0,554.0,509.0,
1708181860000,1000.0,554.0,509.0,
1708181865000,1000.0,550.0,499.0,
1708181870000,1000.0,548.0,499.0,
1708181875000,1000.0,545.0,495.0,
1708181880000,1000.0,526.0,468.0,
1708181885000,1000.0,554.0,505.0,
1708181890000,1000.0,545.0,492.0,
1708181895000,1000.0,555.0,521.0,
1708181900000,1000.0,555.0,520.0,
1708181905000,1000.0,553.0,523.0,
1708181910000,1000.0,555.0,524.0,
1708181915000,1000.0,555.0,528.0,
1708181920000,1000.0,556.0,528.0,
1708181925000,1000.0,549.0,538.0,
1708181930000,1000.0,543.0,531.0,
1708181935000,1000.0,543.0,529.0,
1708181940000,1000.0,541.0,533.0,
1708181945000,1000.0,508.0,500.0,
1708181950000,1000.0,517.0,513.0,
1708181955000,1000.0,493.0,486.0,
1708181960000,1000.0,487.0,485.0,
1708181965000,1000.0,484.0,481.0,
1708181970000,1000.0,491.0,489.0,
1708181975000,1000.0,496.0,490.0,
1708181980000,987.0,503.0,493.0,
1708181985000,,,,
1708182035000,1000.0,1000.0,1000.0,1000.0
1708182040000,743.0,438.0,436.0,384.0
1708182045000,872.0,568.0,546.0,444.0
1708182050000,892.0,470.0,445.0,375.0
1708182055000,892.0,435.0,417.0,363.0
1708182060000,894.0,416.0,395.0,347.0
1708182065000,900.0,433.0,420.0,364.0
1708182070000,895.0,432.0,417.0,360.0
1708182075000,903.0,429.0,409.0,355.0
1708182080000,903.0,420.0,407.0,355.0
1708182085000,905.0,438.0,425.0,379.0
1708182090000,912.0,430.0,422.0,375.0
1708182095000,920.0,423.0,413.0,372.0
1708182100000,919.0,418.0,409.0,375.0
1708182105000,934.0,389.0,383.0,369.0
1708182110000,927.0,405.0,399.0,389.0
1708182115000,924.0,411.0,404.0,397.0
1708182120000,927.0,402.0,402.0,399.0
1708182125000,918.0,421.0,418.0,413.0
1708182130000,923.0,433.0,440.0,432.0
1708182135000,922.0,433.0,445.0,440.0
1708182140000,917.0,440.0,449.0,455.0
1708182145000,916.0,444.0,461.0,467.0
1708182150000,914.0,450.0,463.0,480.0
1708182155000,911.0,460.0,483.0,493.0
1708182160000,911.0,465.0,487.0,493.0
1708182165000,911.0,479.0,502.0,495.0
1708182170000,907.0,480.0,506.0,487.0
1708182175000,907.0,489.0,514.0,490.0
1708182180000,908.0,525.0,544.0,518.0
1708182185000,920.0,525.0,549.0,524.0
1708182190000,924.0,546.0,563.0,543.0
1708182195000,930.0,548.0,566.0,548.0
1708182200000,930.0,550.0,563.0,543.0
1708182205000,928.0,551.0,552.0,538.0
1708182210000,925.0,549.0,546.0,528.0
1708182215000,925.0,554.0,538.0,526.0
1708182220000,927.0,554.0,536.0,526.0
1708182225000,924.0,542.0,528.0,515.0
1708182230000,926.0,540.0,528.0,524.0
1708182235000,929.0,530.0,518.0,519.0
1708182240000,923.0,524.0,517.0,521.0
1708182245000,917.0,527.0,516.0,531.0
1708182250000,918.0,510.0,500.0,526.0
1708182255000,915.0,516.0,499.0,523.0
1708182260000,923.0,515.0,496.0,517.0
1708182265000,919.0,513.0,502.0,515.0
1708182270000,922.0,510.0,504.0,513.0
1708182275000,922.0,502.0,502.0,510.0
1708182280000,921.0,500.0,502.0,512.0
1708182285000,922.0,499.0,500.0,515.0
1708182290000,920.0,500.0,505.0,517.0
1708182295000,919.0,499.0,516.0,513.0
1708182300000,922.0,510.0,526.0,516.0
1708182305000,924.0,497.0,518.0,501.0
1708182310000,924.0,502.0,523.0,497.0
1708182315000,923.0,494.0,522.0,495.0
1708182320000,917.0,494.0,528.0,493.0
1708182325000,915.0,478.0,509.0,476.0
1708182330000,914.0,513.0,542.0,512.0
1708182335000,917.0,511.0,538.0,510.0
1708182340000,914.0,510.0,538.0,507.0
1708182345000,913.0,510.0,534.0,504.0
1708182350000,914.0,507.0,530.0,504.0
1708182355000,916.0,512.0,523.0,506.0
1708182360000,912.0,507.0,504.0,493.0
1708182365000,910.0,525.0,511.0,503.0
1708182370000,909.0,545.0,520.0,510.0
1708182375000,913.0,551.0,521.0,511.0
1708182380000,911.0,550.0,516.0,510.0
1708182385000,915.0,551.0,517.0,510.0
1708182390000,915.0,550.0,515.0,511.0
1708182395000,915.0,559.0,520.0,521.0
1708182400000,917.0,565.0,520.0,529.0
1708182405000,920.0,571.0,521.0,535.0
1708182410000,918.0,577.0,517.0,530.0
1708182415000,917.0,580.0,517.0,537.0
1708182420000,924.0,575.0,520.0,543.0
