,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737220185000,0.0
1737220190000,1115.15
1737220195000,2729.2333333333
1737220200000,2729.2333333333
1737220205000,6184.316666670001
1737220210000,13157.31666666
1737220215000,18448.58333333
1737220220000,23319.85
1737220225000,25093.833333330003
1737220230000,28264.3
1737220235000,28264.3
1737220240000,33359.233333330005
1737220245000,34149.15
1737220250000,33364.85
1737220255000,36941.9
1737220260000,36941.9
1737220265000,39393.06666666
1737220270000,32420.066666659997
1737220275000,33097.13333333
1737220280000,28225.86666666
1737220285000,28123.35
1737220290000,33314.86666666
1737220295000,38059.76666666
1737220300000,34431.28333333
1737220305000,33641.36666666
1737220310000,39192.9
1737220315000,34001.76666666
1737220320000,40155.58333333
1737220325000,34249.33333333
1737220330000,40276.01666666
1737220335000,34307.68333333
1737220340000,38582.51666666
1737220345000,38232.58333333
1737220350000,30860.55
1737220355000,26870.53333333
1737220360000,33004.58333333
1737220365000,33338.83333333
1737220370000,33251.38333333
1737220375000,33251.38333333
1737220380000,32752.98333333
1737220385000,32752.98333333
1737220390000,32504.016666659998
1737220395000,32504.016666659998
1737220400000,33992.15
1737220405000,32712.383333330003
1737220410000,35992.3
1737220415000,37037.216666659995
1737220420000,30049.91666666
1737220425000,
