,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1736787410000,2366.7333333333004,2376.9666666666,2334.65,,,,,,,,,
1736787415000,2418.55,2472.2166666666,2356.15,,,,,,,,,
1736787420000,2530.4833333333004,2659.85,2550.6166666666,,,,,,,,,
1736787425000,2719.4833333333004,2686.5166666666,2586.05,,,,,,,,,
1736787430000,2643.5333333333,2810.6666666666,2583.5166666666,,,,,,,,,
1736787435000,2576.9,,2516.3,,,,,,,,,
1736787440000,,,,,,,,,,,,
1736787475000,0.0,,,0.0,,,,,,,,
1736787480000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736787485000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736787490000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736787495000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736787500000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736787505000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736787510000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736787515000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736787520000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736787525000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736787530000,17.333333333333,32.666666666666,0.866666666666,38.1666666667,0.0,0.633333333333,,,,,,
1736787535000,114.3333333333,133.0833333333,54.0666666667,124.9166666666,40.2833333333,54.7,,,,,,
1736787540000,248.0166666666,284.9333333333,168.0666666666,306.4833333333,151.7833333333,171.4,,,,,,
1736787545000,383.9,448.75,323.9833333333,453.0166666666,318.6166666666,325.3,,,,,,
1736787550000,488.58333333329995,489.18333333329997,469.1166666666,488.1666666666,472.4666666666,473.7666666666,,,,,,
1736787555000,617.5666666666,518.15,537.9166666666,518.6833333333,483.3666666666,557.2,,,,,,
1736787560000,666.5,619.8333333333,663.4666666666,626.9833333332999,544.95,666.8166666666,,,,,,
1736787565000,785.7,619.8333333333,759.3333333333,626.9833333332999,624.4166666665999,763.5333333333,,,,,,
1736787570000,953.9833333332999,980.4666666666,781.5166666665999,986.6666666665999,636.6333333333,788.55,,,,,,
1736787575000,1128.3666666666,1165.0,1019.9166666665999,1162.25,1015.5833333333,1025.4,,,,,,
1736787580000,1302.8166666666,1340.65,1131.9833333333,1333.6666666666,1152.8333333333,1126.0333333332999,,,,,,
1736787585000,1376.7,1428.1833333333,1312.95,1422.4333333333,1323.65,1302.4833333333,,,,,,
1736787590000,1596.75,1659.8333333333,1424.6666666666,1647.1166666666,1420.6833333333,1428.35,,,,,,
1736787595000,1775.65,1854.35,1641.5166666666,1868.0333333332999,1663.5166666666,1649.2166666665998,,,,,,
1736787600000,1937.3166666666,2030.8166666666,1824.3333333333,2006.3,1854.0166666666,1830.15,,,,,,
1736787605000,2118.9833333333,2010.4166666666,2007.3166666666,1994.65,2032.5333333332999,2012.5666666666,,,,,,
1736787610000,2098.1666666666,2205.3166666665998,2004.4,2197.3166666665998,1961.0166666666,2007.6,,,,,,
1736787615000,2176.4,2290.1333333333,2135.6333333333,2274.9333333332997,2223.3666666666,2124.4,,,,,,
1736787620000,2127.4666666666,2195.8166666665998,2046.9166666666,2192.0333333333,2231.9666666666,2043.9666666665998,,,,,,
1736787625000,2114.25,2325.5166666666,1958.3166666666,2301.1833333332997,2218.9333333332997,1955.4,,,,,,
1736787630000,2092.1,2121.4666666666,2091.0333333333,2106.8666666666,2304.8333333333,2083.7166666666,,,,,,
1736787635000,2092.9166666666,2193.2833333333,2049.2166666666,2196.85,2108.1166666666,2045.8833333333,,,,,,
1736787640000,2286.9166666666,2308.25,2204.9666666666,2310.0166666666,2234.05,2207.4166666666,,,,,,
1736787645000,2502.6666666666,2490.1666666666,2316.8333333333003,2478.7666666666,2319.5166666666,2304.0333333333,,,,,,
1736787650000,2290.7833333333,2438.1333333333,2361.2,2451.7166666666,2461.9166666666,2354.5333333333,,,,,,
1736787655000,2415.9333333333,2465.85,2371.7166666666,2441.1833333333,2429.7833333333,2368.45,,,,,,
1736787660000,2411.2,2411.2666666666,2381.4166666666,2402.95,2439.85,2370.5166666666,,,,,,
1736787665000,2477.8166666665998,2563.2666666666,2337.4333333333,2552.6833333333,2375.6333333333,2329.95,,,,,,
1736787670000,2417.5666666665998,2563.2666666666,2379.5833333333003,2491.1166666666,2540.75,2368.7333333333004,,,,,,
1736787675000,2557.0166666666,2671.9166666666,2404.3166666665998,2663.3666666666,2459.25,2399.5,,,,,,
1736787680000,2878.5666666665998,2671.9166666666,2682.75,2977.05,2703.75,2677.65,,,,,,
1736787685000,3055.5,2976.8166666665998,2947.7333333333004,3027.0333333333,2948.4333333333,2935.9333333333,,,,,,
1736787690000,2909.3666666666,2877.9,2910.25,2861.6666666666,2985.2833333333,2901.1333333333,,,,,,
1736787695000,2734.1666666666,2877.9,2713.6666666666,2596.5166666666,2803.05,2702.1166666666,,,,,,
1736787700000,2431.2666666666,2621.55,2542.6666666666,2519.5833333333003,2632.05,2536.0166666666,,,,,,
1736787705000,2314.1,2483.1,2367.4666666666,2405.4833333333004,2501.5833333333003,2380.2333333333004,,,,,,
1736787710000,2547.8833333333,2411.0833333333003,2377.0166666666,2419.45,2397.6166666666,2378.3833333333,,,,,,
1736787715000,2554.4333333333,2428.8666666666,2375.4666666666,2523.0833333333003,2431.25,2369.0833333333003,,,,,,
1736787720000,2673.0166666666,2512.3666666666,2447.7833333333,2631.3833333333,2505.9833333333004,2438.3166666665998,,,,,,
1736787725000,2472.7833333333,2603.7666666666,2566.7833333333,2551.9666666666,2667.7166666666,2557.2833333333,,,,,,
1736787730000,2769.6,2563.0666666665998,2483.4166666666,2646.35,2540.4833333333004,2478.25,,,,,,
1736787735000,2478.4,2660.0,2525.4666666666,2365.9666666666,2621.45,2509.0833333333003,,,,,,
1736787740000,2156.85,2379.35,2210.2,,2306.7666666666,2201.75,,,,,,
1736787745000,,,,,,,,,,,,
1736787780000,,,0.0,,,,,0.0,,,,
1736787785000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736787790000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736787795000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736787800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736787805000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736787810000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736787815000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736787820000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736787825000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736787830000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736787835000,0.483333333333,23.133333333333,11.866666666666,17.366666666666,0.0,0.0,0.0,23.366666666666,0.21666666666666,,,
1736787840000,39.4333333333,96.0,78.75,88.3833333333,86.8333333333,19.15,32.15,97.4333333333,33.5666666667,,,
1736787845000,154.3833333333,190.4333333333,192.85,188.25,193.2166666666,96.2833333333,128.6833333333,198.7833333333,138.4833333333,,,
1736787850000,242.6333333333,279.2333333333,275.8666666666,274.15,275.7833333333,205.5166666666,223.7,274.8333333333,227.1,,,
1736787855000,324.4833333333,378.33333333329995,361.18333333329997,368.0333333333,360.9666666666,282.2333333333,304.2833333333,371.88333333329996,304.3166666666,,,
1736787860000,411.7666666666,488.93333333329997,507.8166666666,485.7666666666,506.43333333329997,380.2833333333,403.8,479.43333333329997,409.4,,,
1736787865000,507.1,488.93333333329997,507.8166666666,485.7666666666,615.3166666666,492.7833333333,505.25,603.1666666665999,488.1166666666,,,
1736787870000,636.85,710.65,584.85,552.7166666666,703.35,617.1,632.4166666665999,702.5666666666,613.5,,,
1736787875000,818.1166666665999,929.1333333333,932.5166666665999,902.5333333333,929.7,710.9166666665999,771.0666666666,913.3166666666,779.9666666666,,,
1736787880000,1012.2333333332999,1156.4166666666,1153.1666666666,1121.1333333333,1143.1,926.0833333333,989.15,1137.4333333333,971.3833333333,,,
1736787885000,1239.2666666666,1280.7833333332999,1240.5166666666,1181.05,1324.2833333332999,1147.8666666666,1221.0833333333,1275.5833333333,1195.1666666666,,,
1736787890000,1300.3166666666,1431.8333333333,1487.1,1419.2666666666,1481.0666666666,1201.65,1372.5833333333,1410.75,1356.45,,,
1736787895000,1455.9166666666,1408.7,1475.2333333333,1401.9,1565.75,1440.2166666665998,1477.2,1469.25,1433.7833333332999,,,
1736787900000,1509.8666666666,1384.3833333333,1535.3833333333,1454.7333333333,1599.4,1503.3,1555.4833333333,1530.0,1520.2,,,
1736787905000,1514.4166666666,1663.5,1690.0166666666,1633.6166666666,1678.4,1548.7,1605.65,1627.5,1544.5666666666,,,
1736787910000,1761.45,1747.2833333332999,1825.1166666666,1729.8166666666,1815.85,1648.1333333333,1728.8166666666,1716.9833333333,1684.2,,,
1736787915000,1784.1833333333,1865.0833333333,1957.3833333333,1848.9,1945.95,1751.8,1871.6333333333,1834.3333333333,1822.55,,,
1736787920000,1948.8833333333,1938.6166666666,2014.0,1918.2,2002.2833333332999,1863.6333333333,1949.75,1909.1666666666,1897.8833333333,,,
1736787925000,1991.1333333333,2107.1833333332997,2188.4666666666,2082.4333333332997,2066.55,1945.5666666666,2027.2666666666,1951.6833333333,1987.0166666666,,,
1736787930000,2060.85,2121.3,2304.35,2227.8166666665998,2171.7666666666,1989.9,2126.8,2083.5833333333,2026.05,,,
1736787935000,2164.7333333333,2161.1833333332997,2220.6833333332997,2140.7666666666,2207.1,2114.8666666666,2181.9166666666,2122.9333333332997,2095.3,,,
1736787940000,2263.8333333333,2073.0833333333,2173.7166666666,2052.2333333333,2166.45,2166.6666666666,2226.2166666666,2017.3833333333,2165.45,,,
1736787945000,2089.3,2206.1666666666,2349.05,2242.0666666665998,2247.1833333332997,2072.0666666665998,2118.9166666666,2153.4833333333,2102.85,,,
1736787950000,2390.1333333333,2275.65,2317.0833333333003,2235.2333333333,2294.6166666666,2274.55,2269.2166666666,2233.0333333333,2184.3333333333,,,
1736787955000,2430.7,2361.6166666666,2453.5166666666,2333.2166666666,2353.5833333333003,2266.9666666666,2382.9833333333004,2239.0666666665998,2330.8,,,
1736787960000,2363.4,2406.1666666666,2326.4833333333004,2302.0166666666,2233.1,2286.4666666666,2321.1666666666,2196.3333333333,2239.6333333333,,,
1736787965000,2243.9,2155.85,2277.95,2144.0,2263.9333333332997,2258.7166666666,2270.4833333333,2114.7666666666,2204.0,,,
1736787970000,2166.5,2146.5333333333,2128.8833333333,2119.4833333333,2171.4166666666,2172.2,2178.8166666665998,2112.3333333333,2114.15,,,
1736787975000,2280.8333333333,2149.8166666665998,2192.2333333333,2105.4833333333,2179.1166666666,2151.4,2141.3166666665998,2113.3333333333,2090.1166666666,,,
1736787980000,2236.2166666666,2226.3166666665998,2251.0666666665998,2179.9833333333,2236.5666666665998,2147.7333333333,2205.5333333333,2182.7166666666,2134.8,,,
1736787985000,2368.0833333333003,2277.1666666666,2350.0833333333003,2250.15,2334.7333333333004,2215.0166666666,2301.5333333333,2238.4666666666,2217.0333333333,,,
1736787990000,2354.6666666666,2330.2166666666,2426.7166666666,2309.35,2406.8333333333003,2281.5833333333,2317.0,2290.7166666666,2328.1166666666,,,
1736787995000,2434.95,2301.2833333333,2319.8833333333,2163.3166666665998,2303.9833333333,2346.1833333333,2409.7833333333,2261.4,2347.0,,,
1736788000000,2224.4833333333,2413.3,2463.5,2387.6333333333,2449.2833333333,2192.8,2381.3666666666,2395.75,2316.2833333333,,,
1736788005000,2614.8833333333,2433.0,2517.9,2418.6333333333,2499.1,2430.9666666666,2525.5,2391.0833333333003,2420.1333333333,,,
1736788010000,2447.2833333333,2427.5333333333,2516.3166666665998,2376.35,2507.7333333333004,2455.2,2454.8333333333003,2389.6,2377.3666666666,,,
1736788015000,2295.6333333333,2475.6166666666,2510.6833333333,2431.4833333333004,2495.4666666666,2418.0333333333,2471.8166666665998,2433.95,2196.5333333333,,,
1736788020000,2638.35,2683.6833333333,2840.1333333333,2621.4166666666,2821.25,2467.7333333333004,2576.0666666665998,2633.7666666666,2539.45,,,
1736788025000,2942.2166666666,2648.7,2708.6333333333,2619.65,2743.7833333333,2666.6666666666,2803.3,2607.7333333333004,2724.0,,,
1736788030000,2734.5333333333,2485.4333333333,2689.9666666666,2462.0666666665998,2616.2833333333,2656.4666666666,2730.0333333333,2444.6333333333,2634.9666666666,,,
1736788035000,2515.6166666666,2265.25,2409.0333333333,2263.1,2393.3,2496.8833333333,2544.1333333333,2229.2333333333,2443.4333333333,,,
1736788040000,2308.25,2004.6166666666,2146.95,2001.5666666666,2134.05,2290.6666666666,2302.2833333333,1977.4666666665998,2218.3333333333,,,
1736788045000,2038.8,,,,,,2027.3166666666,,,,,
1736788050000,,,,,,,,,,,,
1736788070000,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0
1736788075000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736788080000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736788085000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736788090000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736788095000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736788100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736788105000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736788110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736788115000,16.183333333333,0.0,0.0,0.0,10.633333333333,0.0,0.0,0.0,0.0,14.566666666666,0.0,6.133333333333
1736788120000,69.9166666666,1.9,0.0,0.0,64.6166666667,0.0,0.0,17.666666666666,0.0,67.05,0.0,59.6166666667
1736788125000,157.7333333333,58.9666666667,136.2666666666,7.75,144.7666666666,65.8166666667,0.0,77.25,0.0,159.2666666666,5.266666666666,134.7166666666
1736788130000,262.8,136.35,250.0166666666,196.4833333333,251.65,186.9333333333,152.8833333333,171.7333333333,182.7,269.3666666666,181.0333333333,251.6166666666
1736788135000,375.75,187.2333333333,323.9833333333,346.4166666666,344.8,318.8,267.7166666666,259.0,260.5,373.13333333329996,256.0833333333,325.8166666666
1736788140000,499.4833333333,326.8166666666,447.58333333329995,478.9,464.3666666666,442.9666666666,364.5166666666,379.6166666666,398.6666666666,492.18333333329997,381.08333333329995,448.3166666666
1736788145000,660.1666666665999,445.9166666666,573.0666666666,652.2,623.2,577.1,487.4166666666,508.0666666666,517.6333333333,655.2833333333,498.45,609.95
1736788150000,704.1333333333,604.7666666665999,688.8,706.3666666665999,735.9,675.65,657.6833333333,649.6666666665999,673.6333333333,778.7333333332999,648.95,717.2666666665999
1736788155000,959.65,675.7333333332999,879.1666666665999,825.3,888.55,855.55,777.2333333332999,782.2333333332999,804.55,949.7333333332999,787.5833333333,876.9166666665999
1736788160000,1030.3,874.8666666665999,989.5,1029.55,970.5666666666,984.8,936.8166666666,919.5166666665999,961.45,1019.7666666665999,921.2166666666,983.15
1736788165000,1030.3,982.6833333333,1136.9666666665998,1029.55,1122.5666666666,984.8,1022.65,1029.4833333333,1014.9166666665999,1195.9833333333,1000.4166666665999,1097.7333333333
1736788170000,1233.4,1028.8,1181.3833333333,1029.55,1161.45,1103.05,1178.8833333333,1157.6833333333,1166.0833333333,1219.2833333332999,1133.2666666666,1171.8166666666
1736788175000,1372.1333333333,1171.5,1304.25,1075.4333333333,1283.7666666666,1282.2666666666,1220.35,1203.0333333332999,1228.2,1356.8833333333,1202.1166666666,1286.4333333333
1736788180000,1436.4333333333,1289.1333333333,1443.9666666665998,1437.6,1354.0833333333,1417.2333333333,1361.8833333333,1314.0833333333,1347.2166666665998,1424.3166666666,1302.5166666666,1375.5333333332999
1736788185000,1534.9333333333,1375.4,1453.7166666665998,1659.4333333333,1435.9833333333,1514.8833333333,1492.7,1419.5833333333,1512.25,1514.6666666666,1478.75,1446.2833333332999
1736788190000,1533.55,1444.5833333333,1474.7,1522.25,1443.1,1455.75,1512.1333333333,1475.2166666665998,1483.1833333333,1509.35,1438.9,1459.8166666666
1736788195000,1577.8166666666,1449.6833333333,1513.0666666666,1591.4833333333,1494.3,1494.2,1513.6666666666,1469.1166666666,1482.6,1559.5,1451.4,1499.9166666666
1736788200000,1520.5666666666,1497.7833333332999,1495.6666666666,1550.6333333333,1492.2666666666,1490.8,1570.2333333333,1511.65,1487.8166666666,1574.5833333333,1477.25,1482.05
1736788205000,1589.8833333333,1483.1333333333,1534.25,1569.35,1490.7333333333,1509.9,1521.1833333333,1512.6333333333,1489.4,1571.5666666666,1480.4666666665998,1490.2
1736788210000,1706.7,1491.85,1559.9333333333,1695.8166666666,1529.55,1594.0,1566.55,1517.5833333333,1516.75,1614.6833333333,1492.9666666665998,1559.3833333333
1736788215000,1516.25,1597.1,1567.6,1711.1666666666,1543.7833333332999,1547.0333333332999,1606.6833333333,1566.1666666666,1553.4,1621.9333333333,1528.9666666665998,1556.8166666666
1736788220000,1727.2166666665998,1555.6333333333,1625.0833333333,1713.0166666666,1619.4,1606.2833333332999,1625.8,1576.8,1553.0,1722.5833333333,1537.5833333333,1616.1833333333
1736788225000,1848.2833333332999,1618.2166666665998,1620.6333333333,1846.75,1589.4333333333,1764.8333333333,1702.3833333333,1666.35,1600.0666666666,1651.6833333333,1576.0666666666,1645.9833333333
1736788230000,1713.5166666666,1712.5,1680.25,1948.6166666666,1672.4,1696.9333333333,1675.25,1603.1833333333,1584.55,1729.5333333332999,1566.25,1667.9666666665998
1736788235000,1700.2166666665998,1687.3666666666,1680.25,2070.85,1677.4833333333,1688.8833333333,1734.65,1723.8166666666,1699.4833333333,1763.2333333333,1678.7,1672.7166666665998
1736788240000,1824.1333333333,1671.2,1730.5166666666,1871.7166666665998,1713.2166666665998,1723.0333333332999,1768.2666666666,1731.3666666666,1701.75,1802.7666666666,1699.4833333333,1721.35
1736788245000,1743.05,1719.05,1756.8666666666,1838.9,1726.35,1698.3666666666,1802.3333333333,1744.1166666666,1714.5166666666,1802.2666666666,1683.3833333333,1742.9333333333
1736788250000,1931.3666666666,1747.5333333332999,1827.3,1986.7833333332999,1810.1333333333,1865.1,1812.6666666666,1758.2,1739.4333333333,1923.7,1730.3166666666,1822.0666666666
1736788255000,2007.5,1894.1666666666,1934.7333333333,2003.8333333333,1893.8166666666,1917.15,1915.0166666666,1885.2833333332999,1880.7666666666,1988.2166666665998,1847.4,1920.0333333332999
1736788260000,2072.2833333333,1917.4333333333,2058.8666666666,2150.3666666666,1987.4,2021.3166666666,1993.6166666666,1908.7666666666,1903.4833333333,2088.2166666666,1858.8666666666,2045.4
1736788265000,2216.8166666665998,2043.55,2109.7833333333,2190.0666666665998,2063.1666666666,2085.7,2145.0,2030.9,2049.6166666666,2163.6,1999.1,2091.0333333333
1736788270000,2263.4833333333,2087.3333333333,2198.3666666666,2229.5333333333,2108.5166666666,2126.5166666666,2172.6,2129.4166666666,2074.45,2213.1,2060.7333333333,2142.2333333333
1736788275000,2382.05,2142.05,2172.2166666666,2292.7166666666,2122.05,2174.75,2219.4,2157.8333333333,2126.7833333333,2215.9666666666,2089.35,2158.15
1736788280000,2171.9166666666,2153.6166666666,2196.6,2285.7,2155.45,2138.8166666665998,2231.3,2190.6166666666,2150.65,2258.1,2130.6833333332997,2139.0166666666
1736788285000,2366.65,2174.15,2229.95,2338.5,2209.3666666666,2196.8333333333,2274.1666666666,2174.9666666666,2252.2,2325.5,2208.3333333333,2212.15
1736788290000,2470.05,2214.4666666666,2321.1333333333,2438.75,2269.6166666666,2344.3,2328.6666666666,2297.8666666666,2279.4333333332997,2412.0833333333003,2252.7833333333,2313.1166666666
1736788295000,2381.95,2298.8833333333,2307.5666666665998,2372.0833333333003,2229.05,2302.3166666665998,2418.0,2274.7833333333,2277.25,2323.65,2232.3166666665998,2304.6333333333
1736788300000,2191.25,2301.85,2117.5833333333,2209.05,2069.0166666666,2133.2,2346.5666666665998,2234.6833333332997,2204.45,2164.2,2175.8,2113.4166666666
1736788305000,2086.0166666666,2110.6666666666,2086.7,2023.6833333333,2005.3166666666,2002.85,2181.6833333332997,2056.85,2026.65,2104.2,2010.4,1948.3
1736788310000,1811.2833333332999,2044.5833333333,1937.2333333333,2017.1333333333,1888.9166666666,1948.3166666666,2144.6166666666,2039.4,2029.45,1963.7666666666,1963.1333333333,1920.1833333333
1736788315000,1792.1,1922.55,1787.2,1862.2166666665998,1753.1833333333,1801.5,1982.75,1878.8666666666,1830.2166666665998,1856.3333333333,1814.95,1776.7
1736788320000,,,,,,,,,,,,
