,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737533835000,0.0
1737533840000,0.0
1737533845000,0.0
1737533850000,159.3
1737533855000,519.8
1737533860000,521.05
1737533865000,4240.38333333
1737533870000,8162.35
1737533875000,13110.6
1737533880000,
1737533895000,0.0
1737533900000,7821.11666666
1737533905000,
1737533925000,0.0
1737533930000,5506.55
1737533935000,11306.33333333
1737533940000,11427.883333329999
1737533945000,11427.883333329999
1737533950000,12878.55
1737533955000,12878.55
1737533960000,12878.55
1737533965000,12878.55
1737533970000,12878.55
1737533975000,
1737534000000,0.0
1737534005000,0.0
1737534010000,8135.41666666
1737534015000,12440.1
1737534020000,
1737534075000,0.0
1737534080000,
