,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737485375000,0.0
1737485380000,0.0
1737485385000,0.0
1737485390000,0.0
1737485395000,567.45
1737485400000,683.3
1737485405000,995.05
1737485410000,3462.9
1737485415000,8791.31666666
1737485420000,9350.4
1737485425000,12034.616666659998
1737485430000,17522.68333333
1737485435000,17522.68333333
1737485440000,17522.68333333
1737485445000,17522.68333333
1737485450000,17522.68333333
1737485455000,16955.233333329998
1737485460000,16839.38333333
1737485465000,16527.63333333
1737485470000,14059.783333329999
1737485475000,
1737485495000,0.0
1737485500000,8.95
1737485505000,8.95
1737485510000,8.95
1737485515000,54.7833333333
1737485520000,2490.9833333333
1737485525000,5348.75
1737485530000,9937.08333333
1737485535000,9937.08333333
1737485540000,10434.23333333
1737485545000,14826.3
1737485550000,15331.33333333
1737485555000,15331.33333333
1737485560000,15322.383333329999
1737485565000,
1737485590000,0.0
1737485595000,3.566666666666
1737485600000,3.566666666666
1737485605000,1928.25
1737485610000,5358.65
1737485615000,10275.85
1737485620000,
