,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737485380000,1000.0
1737485385000,0.0
1737485390000,0.0
1737485395000,103.0
1737485400000,84.0
1737485405000,70.0
1737485410000,197.0
1737485415000,294.0
1737485420000,382.0
1737485425000,451.0
1737485430000,506.0
1737485435000,551.0
1737485440000,588.0
1737485445000,674.0
1737485450000,760.0
1737485455000,813.0
1737485460000,894.0
1737485465000,976.0
1737485470000,990.0
1737485475000,
1737485495000,1000.0
1737485500000,744.0
1737485505000,872.0
1737485510000,915.0
1737485515000,936.0
1737485520000,949.0
1737485525000,958.0
1737485530000,964.0
1737485535000,968.0
1737485540000,972.0
1737485545000,975.0
1737485550000,977.0
1737485555000,979.0
1737485560000,1000.0
1737485565000,
1737485590000,1000.0
1737485595000,594.0
1737485600000,797.0
1737485605000,865.0
1737485610000,899.0
1737485615000,919.0
1737485620000,
