Parallelism,region,"('Throughput_OUT', 'mean')","('Throughput_OUT', 'std')","('Throughput_IN', 'mean')","('Throughput_IN', 'std')",Predictions
1,1,22963.941666663126,204.887849951115,22963.94062499625,204.88754000494086,
2,1,42937.27401960441,806.9880706255728,42873.998039212354,905.5305809078485,45052.0
3,1,61666.43095237771,577.9185264142817,61643.08095237828,578.8122626926162,64756.0
4,1,72254.96261260945,17580.454367997456,76182.84459459134,1771.8721673790199,80633.0
5,1,96979.91619047313,1715.434081541046,96454.20428571086,2394.6297262778544,93093.0
6,1,104505.62745097588,2240.913589277407,103197.04166666324,2895.1420753802718,112385.0
