Parallelism,Mean,StdErr,Predictions
0,0.0,0.0,
1,13736.573703700738,455.30016843153044,
2,26894.99925093033,799.8918289218,33686.0
3,38231.83407406459,1169.6639932546002,46047.0
4,47598.135037866625,1234.283967254379,56744.0
5,53836.34406128749,1765.8418758607124,68726.0
6,52465.31666665034,1881.6141166551454,72121.0
