,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737227975000,0.0
1737227980000,935.9
1737227985000,2122.5166666666
1737227990000,2799.3333333333
1737227995000,9847.0
1737228000000,14451.68333333
1737228005000,18207.1
1737228010000,25999.66666666
1737228015000,25999.66666666
1737228020000,27352.75
1737228025000,37300.91666666
1737228030000,37300.91666666
1737228035000,37300.91666666
1737228040000,43258.7
1737228045000,42072.08333333
1737228050000,45342.63333333
1737228055000,40234.05
1737228060000,35629.36666666
1737228065000,37350.716666659995
1737228070000,29558.15
1737228075000,35432.216666659995
1737228080000,34079.13333333
1737228085000,25367.816666659997
1737228090000,27441.383333330003
1737228095000,33210.56666666
1737228100000,32118.28333333
1737228105000,37781.38333333
1737228110000,39831.51666666
1737228115000,37892.43333333
1737228120000,42297.83333333
1737228125000,38128.43333333
1737228130000,38442.66666666
1737228135000,38660.733333330005
1737228140000,38660.733333330005
1737228145000,38458.8
1737228150000,37052.43333333
1737228155000,39632.06666666
1737228160000,40998.95
1737228165000,41689.55
1737228170000,41107.01666666
1737228175000,46882.18333333
1737228180000,48453.31666666
1737228185000,47145.95
1737228190000,52501.866666660004
1737228195000,46409.733333330005
1737228200000,47074.66666666001
1737228205000,46039.75
1737228210000,45372.55
1737228215000,
