,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737505850000,0.0
1737505855000,0.0
1737505860000,0.0
1737505865000,104.4666666666
1737505870000,476.6166666666
1737505875000,581.9333333333
1737505880000,2207.6833333332997
1737505885000,7312.15
1737505890000,15016.716666659999
1737505895000,15016.716666659999
1737505900000,21505.4
1737505905000,21505.4
1737505910000,21505.4
1737505915000,28691.516666659998
1737505920000,34002.483333330005
1737505925000,33898.01666666
1737505930000,34155.9
1737505935000,41415.55
1737505940000,39789.8
1737505945000,40459.55
1737505950000,32754.98333333
1737505955000,39179.95
1737505960000,32691.266666659998
1737505965000,34217.3
1737505970000,34381.78333333
1737505975000,33901.18333333
1737505980000,34226.61666666
1737505985000,39798.53333333
1737505990000,39677.08333333
1737505995000,34753.85
1737506000000,37918.7
1737506005000,33160.26666666
1737506010000,38174.53333333
1737506015000,31749.566666659997
1737506020000,37228.15
1737506025000,35702.11666666
1737506030000,35537.63333333
1737506035000,28832.11666666
1737506040000,23195.71666666
1737506045000,17623.8
1737506050000,17115.21666666
1737506055000,14673.48333333
1737506060000,11508.633333329999
1737506065000,10535.81666666
1737506070000,8606.633333329999
1737506075000,12825.16666666
1737506080000,15662.05
1737506085000,16073.0
1737506090000,21894.78333333
1737506095000,
