Parallelism,Throughput,ThroughputStdErr,BusyTime,BusyTimeStdErr,Predictions
0,0.0,0.0,,,
1,20557.979518069074,652.5821282412267,922.6626506024096,22.356442088625798,
2,38996.27425925266,1074.3380852736461,954.8089887640449,7.5339341125902175,46958.0
3,61488.37906823218,541.6458726451269,867.8648293963254,2.7914972160436355,67306.0
4,71195.15484494857,1829.550372388026,808.6366279069767,7.1461656024767795,84685.0
