,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737524315000,1000.0
1737524320000,0.0
1737524325000,0.0
1737524330000,0.0
1737524335000,0.0
1737524340000,0.0
1737524345000,137.0
1737524350000,260.0
1737524355000,353.0
1737524360000,425.0
1737524365000,
1737524380000,1000.0
1737524385000,868.0
1737524390000,934.0
1737524395000,956.0
1737524400000,967.0
1737524405000,974.0
1737524410000,978.0
1737524415000,
1737524440000,1000.0
1737524445000,1000.0
1737524450000,875.0
1737524455000,938.0
1737524460000,
1737524490000,1000.0
1737524495000,888.0
1737524500000,944.0
1737524505000,963.0
1737524510000,
