,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737196505000,1000.0
1737196510000,740.0
1737196515000,740.0
1737196520000,676.0
1737196525000,784.0
1737196530000,838.0
1737196535000,871.0
1737196540000,892.0
1737196545000,908.0
1737196550000,919.0
1737196555000,928.0
1737196560000,936.0
1737196565000,942.0
1737196570000,946.0
1737196575000,968.0
1737196580000,1000.0
1737196585000,1000.0
1737196590000,1000.0
1737196595000,1000.0
1737196600000,1000.0
1737196605000,1000.0
1737196610000,1000.0
1737196615000,1000.0
1737196620000,1000.0
1737196625000,1000.0
1737196630000,1000.0
1737196635000,1000.0
1737196640000,1000.0
1737196645000,1000.0
1737196650000,1000.0
1737196655000,1000.0
1737196660000,1000.0
1737196665000,1000.0
1737196670000,1000.0
1737196675000,1000.0
1737196680000,1000.0
1737196685000,1000.0
1737196690000,1000.0
1737196695000,1000.0
1737196700000,1000.0
1737196705000,1000.0
1737196710000,1000.0
1737196715000,1000.0
1737196720000,1000.0
1737196725000,1000.0
1737196730000,1000.0
1737196735000,1000.0
1737196740000,1000.0
1737196745000,
