,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1701941290000,1000.0,,,,,,,
1701941295000,176.0,,,,,,,
1701941300000,85.0,,,,,,,
1701941305000,138.0,,,,,,,
1701941310000,326.0,,,,,,,
1701941315000,418.0,,,,,,,
1701941320000,513.0,,,,,,,
1701941325000,583.0,,,,,,,
1701941330000,635.0,,,,,,,
1701941335000,675.0,,,,,,,
1701941340000,708.0,,,,,,,
1701941345000,735.0,,,,,,,
1701941350000,757.0,,,,,,,
1701941355000,825.0,,,,,,,
1701941360000,909.0,,,,,,,
1701941365000,972.0,,,,,,,
1701941370000,982.0,,,,,,,
1701941375000,999.0,,,,,,,
1701941380000,1000.0,,,,,,,
1701941385000,1000.0,,,,,,,
1701941390000,1000.0,,,,,,,
1701941395000,1000.0,,,,,,,
1701941400000,1000.0,,,,,,,
1701941405000,1000.0,,,,,,,
1701941410000,1000.0,,,,,,,
1701941415000,1000.0,,,,,,,
1701941420000,1000.0,,,,,,,
1701941425000,1000.0,,,,,,,
1701941430000,1000.0,,,,,,,
1701941435000,1000.0,,,,,,,
1701941440000,1000.0,,,,,,,
1701941445000,1000.0,,,,,,,
1701941450000,1000.0,,,,,,,
1701941455000,1000.0,,,,,,,
1701941460000,1000.0,,,,,,,
1701941465000,1000.0,,,,,,,
1701941470000,1000.0,,,,,,,
1701941475000,1000.0,,,,,,,
1701941480000,1000.0,,,,,,,
1701941485000,1000.0,,,,,,,
1701941490000,1000.0,,,,,,,
1701941495000,1000.0,,,,,,,
1701941500000,1000.0,,,,,,,
1701941505000,1000.0,,,,,,,
1701941510000,1000.0,,,,,,,
1701941515000,1000.0,,,,,,,
1701941520000,1000.0,,,,,,,
