,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
,0,1,2,3,4,5,6
Timestamp,,,,,,,
1708177115000,1000.0,,,,,,
1708177120000,415.0,,,,,,
1708177125000,408.0,,,,,,
1708177130000,606.0,,,,,,
1708177135000,503.0,,,,,,
1708177140000,402.0,,,,,,
1708177145000,329.0,,,,,,
1708177150000,278.0,,,,,,
1708177155000,316.0,,,,,,
1708177160000,386.0,,,,,,
1708177165000,448.0,,,,,,
1708177170000,498.0,,,,,,
1708177175000,540.0,,,,,,
1708177180000,589.0,,,,,,
1708177185000,639.0,,,,,,
1708177190000,639.0,,,,,,
1708177195000,706.0,,,,,,
1708177200000,789.0,,,,,,
1708177205000,876.0,,,,,,
1708177210000,961.0,,,,,,
1708177215000,996.0,,,,,,
1708177220000,1000.0,,,,,,
1708177225000,1000.0,,,,,,
1708177230000,1000.0,,,,,,
1708177235000,1000.0,,,,,,
1708177240000,1000.0,,,,,,
1708177245000,1000.0,,,,,,
1708177250000,1000.0,,,,,,
1708177255000,1000.0,,,,,,
1708177260000,1000.0,,,,,,
1708177265000,1000.0,,,,,,
1708177270000,1000.0,,,,,,
1708177275000,1000.0,,,,,,
1708177280000,1000.0,,,,,,
1708177285000,1000.0,,,,,,
1708177290000,1000.0,,,,,,
1708177295000,1000.0,,,,,,
1708177300000,1000.0,,,,,,
1708177305000,1000.0,,,,,,
1708177310000,1000.0,,,,,,
1708177315000,1000.0,,,,,,
1708177320000,1000.0,,,,,,
1708177325000,1000.0,,,,,,
1708177330000,1000.0,,,,,,
1708177335000,1000.0,,,,,,
1708177340000,1000.0,,,,,,
1708177345000,1000.0,,,,,,
1708177350000,1000.0,,,,,,
1708177355000,1000.0,,,,,,
1708177360000,1000.0,,,,,,
1708177365000,1000.0,,,,,,
1708177370000,1000.0,,,,,,
1708177375000,1000.0,,,,,,
1708177380000,1000.0,,,,,,
1708177385000,1000.0,,,,,,
1708177390000,1000.0,,,,,,
1708177395000,1000.0,,,,,,
1708177400000,1000.0,,,,,,
1708177405000,1000.0,,,,,,
1708177410000,1000.0,,,,,,
1708177415000,1000.0,,,,,,
1708177420000,1000.0,,,,,,
1708177425000,1000.0,,,,,,
1708177430000,1000.0,,,,,,
1708177435000,1000.0,,,,,,
1708177440000,1000.0,,,,,,
1708177445000,1000.0,,,,,,
1708177450000,1000.0,,,,,,
1708177455000,1000.0,,,,,,
1708177460000,1000.0,,,,,,
1708177465000,1000.0,,,,,,
1708177470000,1000.0,,,,,,
1708177475000,1000.0,,,,,,
1708177480000,1000.0,,,,,,
1708177485000,1000.0,,,,,,
1708177490000,,,,,,,
1708177540000,1000.0,1000.0,,,,,
1708177545000,801.0,1000.0,,,,,
1708177550000,901.0,409.0,,,,,
1708177555000,934.0,483.0,,,,,
1708177560000,951.0,404.0,,,,,
1708177565000,958.0,409.0,,,,,
1708177570000,965.0,411.0,,,,,
1708177575000,970.0,433.0,,,,,
1708177580000,974.0,487.0,,,,,
1708177585000,977.0,473.0,,,,,
1708177590000,979.0,500.0,,,,,
1708177595000,981.0,521.0,,,,,
1708177600000,983.0,502.0,,,,,
1708177605000,999.0,501.0,,,,,
1708177610000,999.0,511.0,,,,,
1708177615000,999.0,529.0,,,,,
1708177620000,999.0,551.0,,,,,
1708177625000,999.0,562.0,,,,,
1708177630000,1000.0,574.0,,,,,
1708177635000,1000.0,579.0,,,,,
1708177640000,1000.0,555.0,,,,,
1708177645000,999.0,599.0,,,,,
1708177650000,999.0,601.0,,,,,
1708177655000,999.0,589.0,,,,,
1708177660000,999.0,606.0,,,,,
1708177665000,999.0,600.0,,,,,
1708177670000,999.0,601.0,,,,,
1708177675000,999.0,610.0,,,,,
1708177680000,999.0,614.0,,,,,
1708177685000,1000.0,612.0,,,,,
1708177690000,1000.0,616.0,,,,,
1708177695000,1000.0,600.0,,,,,
1708177700000,1000.0,606.0,,,,,
1708177705000,1000.0,586.0,,,,,
1708177710000,1000.0,601.0,,,,,
1708177715000,998.0,619.0,,,,,
1708177720000,998.0,622.0,,,,,
1708177725000,997.0,645.0,,,,,
1708177730000,997.0,665.0,,,,,
1708177735000,997.0,636.0,,,,,
1708177740000,997.0,667.0,,,,,
1708177745000,996.0,677.0,,,,,
1708177750000,996.0,678.0,,,,,
1708177755000,996.0,693.0,,,,,
1708177760000,996.0,690.0,,,,,
1708177765000,996.0,676.0,,,,,
1708177770000,996.0,676.0,,,,,
1708177775000,997.0,674.0,,,,,
1708177780000,997.0,679.0,,,,,
1708177785000,998.0,669.0,,,,,
1708177790000,998.0,655.0,,,,,
1708177795000,998.0,652.0,,,,,
1708177800000,998.0,656.0,,,,,
1708177805000,999.0,645.0,,,,,
1708177810000,999.0,660.0,,,,,
1708177815000,999.0,661.0,,,,,
1708177820000,999.0,673.0,,,,,
1708177825000,999.0,677.0,,,,,
1708177830000,999.0,647.0,,,,,
1708177835000,1000.0,658.0,,,,,
1708177840000,999.0,660.0,,,,,
1708177845000,999.0,659.0,,,,,
1708177850000,999.0,660.0,,,,,
1708177855000,999.0,668.0,,,,,
1708177860000,999.0,630.0,,,,,
1708177865000,998.0,667.0,,,,,
1708177870000,997.0,664.0,,,,,
1708177875000,997.0,662.0,,,,,
1708177880000,998.0,657.0,,,,,
1708177885000,998.0,655.0,,,,,
1708177890000,998.0,655.0,,,,,
1708177895000,998.0,653.0,,,,,
1708177900000,998.0,670.0,,,,,
1708177905000,998.0,662.0,,,,,
1708177910000,998.0,662.0,,,,,
1708177915000,998.0,658.0,,,,,
1708177920000,998.0,657.0,,,,,
1708177925000,998.0,624.0,,,,,
1708177930000,998.0,637.0,,,,,
1708177935000,1000.0,,,,,,
1708177940000,1000.0,1000.0,,,,,
1708177945000,,463.0,,,,,
1708177950000,1000.0,1000.0,,,,,
1708177955000,1000.0,1000.0,,,,,
1708177960000,1000.0,1000.0,,,,,
1708177965000,998.0,1000.0,,,,,
1708177970000,,538.0,,,,,
1708177975000,,,,,,,
1708178025000,1000.0,1000.0,1000.0,,,,
1708178030000,1000.0,381.0,441.0,,,,
1708178035000,918.0,612.0,519.0,,,,
1708178040000,876.0,504.0,421.0,,,,
1708178045000,901.0,448.0,383.0,,,,
1708178050000,926.0,466.0,410.0,,,,
1708178055000,938.0,478.0,418.0,,,,
1708178060000,948.0,468.0,414.0,,,,
1708178065000,944.0,463.0,407.0,,,,
1708178070000,942.0,457.0,409.0,,,,
1708178075000,947.0,454.0,413.0,,,,
1708178080000,951.0,468.0,438.0,,,,
1708178085000,956.0,511.0,483.0,,,,
1708178090000,959.0,552.0,492.0,,,,
1708178095000,966.0,530.0,492.0,,,,
1708178100000,980.0,527.0,511.0,,,,
1708178105000,983.0,529.0,518.0,,,,
1708178110000,974.0,535.0,533.0,,,,
1708178115000,974.0,532.0,541.0,,,,
1708178120000,974.0,541.0,550.0,,,,
1708178125000,979.0,543.0,565.0,,,,
1708178130000,984.0,548.0,574.0,,,,
1708178135000,980.0,550.0,575.0,,,,
1708178140000,981.0,551.0,568.0,,,,
1708178145000,981.0,553.0,569.0,,,,
1708178150000,981.0,528.0,567.0,,,,
1708178155000,981.0,551.0,588.0,,,,
1708178160000,981.0,576.0,585.0,,,,
1708178165000,982.0,588.0,593.0,,,,
1708178170000,985.0,575.0,570.0,,,,
1708178175000,982.0,597.0,573.0,,,,
1708178180000,983.0,601.0,573.0,,,,
1708178185000,983.0,599.0,562.0,,,,
1708178190000,983.0,600.0,556.0,,,,
