,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737485060000,1000.0
1737485065000,0.0
1737485070000,0.0
1737485075000,35.0
1737485080000,34.0
1737485085000,89.0
1737485090000,208.0
1737485095000,321.0
1737485100000,406.0
1737485105000,
1737485125000,1000.0
1737485130000,582.0
1737485135000,791.0
1737485140000,861.0
1737485145000,896.0
1737485150000,917.0
1737485155000,
1737485175000,1000.0
1737485180000,1000.0
1737485185000,760.0
1737485190000,880.0
1737485195000,920.0
1737485200000,940.0
1737485205000,952.0
1737485210000,960.0
1737485215000,
1737485250000,1000.0
1737485255000,761.0
1737485260000,881.0
1737485265000,921.0
1737485270000,941.0
1737485275000,953.0
1737485280000,961.0
1737485285000,966.0
1737485290000,971.0
1737485295000,
