,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737488670000,1000.0
1737488675000,1000.0
1737488680000,0.0
1737488685000,0.0
1737488690000,31.0
1737488695000,26.0
1737488700000,54.0
1737488705000,176.0
1737488710000,287.0
1737488715000,376.0
1737488720000,446.0
1737488725000,501.0
1737488730000,547.0
1737488735000,584.0
1737488740000,673.0
1737488745000,753.0
1737488750000,827.0
1737488755000,909.0
1737488760000,979.0
1737488765000,997.0
1737488770000,1000.0
1737488775000,1000.0
1737488780000,1000.0
1737488785000,1000.0
1737488790000,1000.0
1737488795000,1000.0
1737488800000,1000.0
1737488805000,1000.0
1737488810000,1000.0
1737488815000,1000.0
1737488820000,1000.0
1737488825000,1000.0
1737488830000,1000.0
1737488835000,1000.0
1737488840000,1000.0
1737488845000,1000.0
1737488850000,1000.0
1737488855000,1000.0
1737488860000,1000.0
1737488865000,1000.0
1737488870000,1000.0
1737488875000,1000.0
1737488880000,1000.0
1737488885000,1000.0
1737488890000,1000.0
1737488895000,1000.0
1737488900000,1000.0
1737488905000,1000.0
1737488910000,
