,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737488670000,0.0
1737488675000,0.0
1737488680000,0.0
1737488685000,30.333333333333
1737488690000,392.5166666666
1737488695000,585.0166666666
1737488700000,636.3666666666
1737488705000,3025.3666666665995
1737488710000,8587.783333329999
1737488715000,8587.783333329999
1737488720000,14097.45
1737488725000,16001.81666666
1737488730000,16001.81666666
1737488735000,17061.8
1737488740000,22777.58333333
1737488745000,25055.46666666
1737488750000,24693.28333333
1737488755000,24569.766666659998
1737488760000,31819.433333330002
1737488765000,29712.55
1737488770000,24150.133333330003
1737488775000,30133.883333330003
1737488780000,24624.21666666
1737488785000,24083.16666666
1737488790000,27585.6
1737488795000,32114.03333333
1737488800000,27316.566666659997
1737488805000,25008.35
1737488810000,31015.8
1737488815000,30946.816666659997
1737488820000,24726.71666666
1737488825000,29177.816666659997
1737488830000,29177.816666659997
1737488835000,28168.35
1737488840000,28850.2
1737488845000,29177.73333333
1737488850000,30025.133333330003
1737488855000,24436.71666666
1737488860000,25220.0
1737488865000,29058.73333333
1737488870000,29005.6
1737488875000,29005.6
1737488880000,29774.6
1737488885000,29105.28333333
1737488890000,29105.28333333
1737488895000,29288.583333330003
1737488900000,29228.21666666
1737488905000,29349.35
1737488910000,
