,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
,0,1,2,3,4,5
Timestamp,,,,,,
1709753310000,1000.0,,,,,
1709753315000,284.0,,,,,
1709753320000,409.0,,,,,
1709753325000,347.0,,,,,
1709753330000,260.0,,,,,
1709753335000,212.0,,,,,
1709753340000,235.0,,,,,
1709753345000,330.0,,,,,
1709753350000,411.0,,,,,
1709753355000,477.0,,,,,
1709753360000,529.0,,,,,
1709753365000,572.0,,,,,
1709753370000,608.0,,,,,
1709753375000,667.0,,,,,
1709753380000,706.0,,,,,
1709753385000,771.0,,,,,
1709753390000,854.0,,,,,
1709753395000,936.0,,,,,
1709753400000,990.0,,,,,
1709753405000,999.0,,,,,
1709753410000,1000.0,,,,,
1709753415000,1000.0,,,,,
1709753420000,1000.0,,,,,
1709753425000,1000.0,,,,,
1709753430000,1000.0,,,,,
1709753435000,1000.0,,,,,
1709753440000,1000.0,,,,,
1709753445000,1000.0,,,,,
1709753450000,1000.0,,,,,
1709753455000,1000.0,,,,,
1709753460000,1000.0,,,,,
1709753465000,1000.0,,,,,
1709753470000,1000.0,,,,,
1709753475000,1000.0,,,,,
1709753480000,1000.0,,,,,
1709753485000,1000.0,,,,,
1709753490000,1000.0,,,,,
1709753495000,1000.0,,,,,
1709753500000,1000.0,,,,,
1709753505000,1000.0,,,,,
1709753510000,1000.0,,,,,
1709753515000,1000.0,,,,,
1709753520000,1000.0,,,,,
1709753525000,1000.0,,,,,
1709753530000,1000.0,,,,,
1709753535000,1000.0,,,,,
1709753540000,1000.0,,,,,
1709753545000,1000.0,,,,,
1709753550000,1000.0,,,,,
1709753555000,1000.0,,,,,
1709753560000,1000.0,,,,,
1709753565000,1000.0,,,,,
1709753570000,1000.0,,,,,
1709753575000,1000.0,,,,,
1709753580000,1000.0,,,,,
1709753585000,1000.0,,,,,
1709753590000,1000.0,,,,,
1709753595000,1000.0,,,,,
1709753600000,1000.0,,,,,
1709753605000,1000.0,,,,,
1709753610000,1000.0,,,,,
1709753615000,1000.0,,,,,
1709753620000,1000.0,,,,,
1709753625000,1000.0,,,,,
1709753630000,1000.0,,,,,
1709753635000,1000.0,,,,,
1709753640000,1000.0,,,,,
1709753645000,1000.0,,,,,
1709753650000,1000.0,,,,,
1709753655000,1000.0,,,,,
1709753660000,1000.0,,,,,
1709753665000,1000.0,,,,,
1709753670000,1000.0,,,,,
1709753675000,1000.0,,,,,
1709753680000,1000.0,,,,,
1709753685000,,,,,,
1709753730000,,1000.0,,,,
1709753735000,1000.0,1000.0,,,,
1709753740000,718.0,0.0,,,,
1709753745000,859.0,162.0,,,,
1709753750000,906.0,239.0,,,,
1709753755000,930.0,206.0,,,,
1709753760000,944.0,227.0,,,,
1709753765000,953.0,242.0,,,,
1709753770000,960.0,307.0,,,,
1709753775000,965.0,390.0,,,,
1709753780000,969.0,407.0,,,,
1709753785000,972.0,414.0,,,,
1709753790000,975.0,429.0,,,,
1709753795000,977.0,435.0,,,,
1709753800000,1000.0,482.0,,,,
1709753805000,1000.0,493.0,,,,
1709753810000,1000.0,497.0,,,,
1709753815000,1000.0,524.0,,,,
1709753820000,1000.0,529.0,,,,
1709753825000,1000.0,548.0,,,,
1709753830000,1000.0,519.0,,,,
1709753835000,1000.0,475.0,,,,
1709753840000,1000.0,474.0,,,,
1709753845000,1000.0,471.0,,,,
1709753850000,1000.0,472.0,,,,
1709753855000,1000.0,466.0,,,,
1709753860000,1000.0,460.0,,,,
1709753865000,1000.0,458.0,,,,
1709753870000,1000.0,465.0,,,,
1709753875000,1000.0,472.0,,,,
1709753880000,1000.0,478.0,,,,
1709753885000,1000.0,478.0,,,,
1709753890000,1000.0,491.0,,,,
1709753895000,1000.0,491.0,,,,
1709753900000,1000.0,490.0,,,,
1709753905000,1000.0,493.0,,,,
1709753910000,1000.0,483.0,,,,
1709753915000,1000.0,494.0,,,,
1709753920000,1000.0,497.0,,,,
1709753925000,1000.0,492.0,,,,
1709753930000,1000.0,483.0,,,,
1709753935000,1000.0,465.0,,,,
1709753940000,1000.0,468.0,,,,
1709753945000,1000.0,462.0,,,,
1709753950000,1000.0,455.0,,,,
1709753955000,1000.0,446.0,,,,
1709753960000,1000.0,438.0,,,,
1709753965000,1000.0,440.0,,,,
1709753970000,1000.0,447.0,,,,
1709753975000,1000.0,485.0,,,,
1709753980000,1000.0,529.0,,,,
1709753985000,1000.0,577.0,,,,
